        Q2    <dsig|+1,0>         err[1]    <dsig|+2,0>         err[2]      <ALL|0,0>         err[3]     <ALL|+1,0>         err[4]   <dsig|0,+1>          err[5]   <dsig|+1,-1>         err[6]    dsig|+1,+1>         err[7]  <dsig|+2,+1>          err[8]  <dsig|+2,-1>          err[9]     <ALL|0,+1>        err[10]    <ALL|+1,-1>        err[11]    <ALL|+1,+1>        err[12]           AUzi        err[13]        AUcfqzi        err[14]       AUc2fqzi        err[15]           ALzi        err[16]        ALcfqzi        err[17]       BUcf12zi        err[18]    BUcfqmf12zi        err[19]    BUcfqpf12zi        err[20]   BUc2fqmf12zi        err[21]   BUc2fqpf12zi        err[22]       BLcf12zi        err[23]    BLcfqmf12zi        err[24]    BLcfqpf12zi        err[25]        time[s]     neval      fail
   498.012    -0.00682617    6.34183e-05       0.124341    5.27555e-05     -0.0746189    5.64155e-05     -0.0458061    1.64503e-05     0.00116498     5.0588e-06     0.00155929    4.35646e-06    -0.00155929    4.35646e-06       0.011991    4.91782e-06       0.011991    4.91782e-06   -0.000797364    9.95034e-07     0.00273698    9.68799e-07    -0.00273698    9.68799e-07    1.30372e-06    3.35933e-10   -4.44972e-09     4.1324e-11    1.62106e-07     5.4642e-11   -9.72823e-08    6.91468e-11   -2.98592e-08    7.46947e-12    5.68898e-09    2.46603e-11    7.61456e-09    2.11834e-11   -7.61456e-09    2.11834e-11    5.85561e-08    1.86838e-11    5.85561e-08    1.86838e-11    -3.8938e-09    4.75438e-12    1.33656e-08    3.24367e-12   -1.33656e-08    3.24367e-12        15.3928  10000000         1
   506.426    -0.00803094     6.3787e-05       0.123805    5.30351e-05     -0.0743525    5.68235e-05      -0.046391    1.68262e-05     0.00122675    4.99659e-06     0.00162266    4.37305e-06    -0.00162266    4.37305e-06      0.0119818    4.96788e-06      0.0119818    4.96788e-06   -0.000783144    1.00369e-06     0.00276975    9.90098e-07    -0.00276975    9.90098e-07     1.2496e-06    3.23398e-10   -5.01772e-09    3.98329e-11    1.54707e-07    5.28108e-11   -9.29107e-08    6.68112e-11    -2.8985e-08    7.36561e-12    5.74247e-09     2.3342e-11    7.59573e-09    2.03758e-11   -7.59573e-09    2.03758e-11    5.60873e-08    1.81684e-11    5.60873e-08    1.81684e-11   -3.66593e-09    4.60154e-12    1.29653e-08    3.19708e-12   -1.29653e-08    3.19708e-12        14.5195  10000000         1
    514.84    -0.00920499    6.48496e-05       0.123273    5.60441e-05     -0.0740688    5.79007e-05     -0.0469721     1.7981e-05     0.00128915    5.05223e-06     0.00168387    4.44065e-06    -0.00168387    4.44065e-06       0.011972    5.27709e-06       0.011972    5.27709e-06   -0.000768696    1.01911e-06     0.00280229    1.05915e-06    -0.00280229    1.05915e-06    1.19839e-06    3.27821e-10   -5.51556e-09    3.88281e-11    1.47728e-07    5.36444e-11   -8.87631e-08    6.50002e-11   -2.81454e-08    7.53677e-12    5.78779e-09    2.26272e-11    7.55989e-09    1.98292e-11   -7.55989e-09    1.98292e-11    5.37494e-08    1.85776e-11    5.37494e-08    1.85776e-11   -3.45114e-09    4.47694e-12    1.25812e-08    3.28128e-12   -1.25812e-08    3.28128e-12        14.5805  10000000         1
   523.254     -0.0103685    6.43137e-05       0.122749    5.32133e-05       -0.07376    5.74136e-05     -0.0475493     1.7433e-05     0.00135011    4.87827e-06     0.00174485    4.39458e-06    -0.00174485    4.39458e-06      0.0119619    5.02733e-06      0.0119619    5.02733e-06   -0.000753899    1.01718e-06      0.0028346    1.02436e-06     -0.0028346    1.02436e-06    1.15003e-06    2.98598e-10   -5.96203e-09    3.69488e-11    1.41165e-07    4.90062e-11   -8.48258e-08    6.22455e-11   -2.73414e-08    7.07725e-12    5.81738e-09    2.09652e-11    7.51822e-09    1.88345e-11   -7.51822e-09    1.88345e-11    5.15415e-08    1.70336e-11    5.15415e-08    1.70336e-11   -3.24841e-09     4.3009e-12    1.22138e-08    3.06997e-12   -1.22138e-08    3.06997e-12        17.7489  10000000         1
   531.668     -0.0115022    6.37999e-05       0.122233    5.20521e-05     -0.0734381    5.75605e-05     -0.0481242    1.73801e-05     0.00141028    4.84413e-06     0.00180382    4.35072e-06    -0.00180382    4.35072e-06      0.0119516    4.93877e-06      0.0119516    4.93877e-06   -0.000738993    1.02115e-06     0.00286677    1.02002e-06    -0.00286677    1.02002e-06    1.10417e-06    2.81546e-10    -6.3502e-09    3.51858e-11    1.34966e-07    4.60324e-11   -8.10883e-08    6.00995e-11   -2.65687e-08    6.79524e-12    5.83486e-09    1.99866e-11    7.46305e-09    1.78997e-11   -7.46305e-09    1.78997e-11    4.94483e-08    1.60796e-11    4.94483e-08    1.60796e-11   -3.05749e-09    4.15234e-12    1.18609e-08    2.94337e-12   -1.18609e-08    2.94337e-12        19.6924  10000000         1
   540.082     -0.0126172    6.84745e-05       0.121719    5.67445e-05     -0.0730937    5.92473e-05     -0.0486945    1.90556e-05     0.00147091    5.08518e-06     0.00186173    4.68566e-06    -0.00186173    4.68566e-06      0.0119406     5.3838e-06      0.0119406     5.3838e-06   -0.000723729    1.06759e-06     0.00289867    1.12062e-06    -0.00289867    1.12062e-06    1.06074e-06    2.95704e-10    -6.6918e-09    3.62689e-11    1.29113e-07    4.82441e-11   -7.75335e-08    5.90123e-11   -2.58261e-08    7.09283e-12    5.84683e-09    2.01476e-11    7.40033e-09    1.85108e-11   -7.40033e-09    1.85108e-11    4.74636e-08    1.68198e-11    4.74636e-08    1.68198e-11    -2.8768e-09    4.16717e-12    1.15221e-08     3.0862e-12   -1.15221e-08     3.0862e-12        27.1169  10000000         1
   548.496      -0.013709    6.56824e-05       0.121212    5.41328e-05     -0.0727352    5.85408e-05     -0.0492623    1.85298e-05     0.00153081    4.89024e-06     0.00191834    4.51082e-06    -0.00191834    4.51082e-06      0.0119292    5.15573e-06      0.0119292    5.15573e-06   -0.000708329    1.04951e-06     0.00293043    1.08883e-06    -0.00293043    1.08883e-06    1.01948e-06      2.722e-10   -6.98801e-09    3.34289e-11    1.23573e-07    4.42384e-11   -7.41521e-08    5.63015e-11   -2.51109e-08    6.65308e-12    5.84872e-09    1.86186e-11    7.32935e-09    1.71229e-11   -7.32935e-09    1.71229e-11    4.55775e-08    1.54899e-11    4.55775e-08    1.54899e-11   -2.70629e-09     3.9442e-12    1.11962e-08    2.89306e-12   -1.11962e-08    2.89306e-12        20.7581  10000000         1
    556.91     -0.0147849    6.57076e-05       0.120716    5.35499e-05     -0.0723526    5.85013e-05     -0.0498273    1.86002e-05     0.00158879    4.85492e-06     0.00197378    4.47844e-06    -0.00197378    4.47844e-06      0.0119182    5.12934e-06      0.0119182    5.12934e-06   -0.000692646    1.05161e-06     0.00296201    1.09097e-06    -0.00296201    1.09097e-06    9.80362e-07    2.58115e-10   -7.24727e-09    3.21521e-11    1.18345e-07    4.22519e-11   -7.09318e-08    5.42267e-11   -2.44244e-08    6.46346e-12    5.83779e-09    1.77724e-11     7.2524e-09    1.63443e-11    -7.2524e-09    1.63443e-11     4.3792e-08    1.49089e-11     4.3792e-08    1.49089e-11   -2.54504e-09    3.80546e-12    1.08835e-08    2.80327e-12   -1.08835e-08    2.80327e-12        21.0388  10000000         1
   565.324      -0.015831    6.85898e-05       0.120224    5.61639e-05     -0.0719634    6.02736e-05     -0.0503904    1.97779e-05     0.00164558    5.08948e-06     0.00202748    4.67419e-06    -0.00202748    4.67419e-06      0.0119069    5.38763e-06      0.0119069    5.38763e-06   -0.000676968     1.0929e-06     0.00299346    1.16102e-06    -0.00299346    1.16102e-06     9.4321e-07    2.63293e-10   -7.46597e-09    3.22801e-11    1.13396e-07     4.2477e-11   -6.78766e-08    5.36002e-11   -2.37644e-08     6.5569e-12     5.8178e-09      1.792e-11    7.16795e-09    1.64036e-11   -7.16795e-09    1.64036e-11    4.20957e-08    1.49908e-11    4.20957e-08    1.49908e-11   -2.39336e-09    3.80564e-12    1.05831e-08    2.84973e-12   -1.05831e-08    2.84973e-12        19.8297  10000000         1
   573.738     -0.0168639    6.85163e-05       0.119736    5.57007e-05     -0.0715535    6.03153e-05     -0.0509494    1.99143e-05     0.00170288    5.04978e-06     0.00208049    4.66311e-06    -0.00208049    4.66311e-06       0.011895    5.36065e-06       0.011895    5.36065e-06   -0.000660962    1.09748e-06     0.00302467    1.16823e-06    -0.00302467    1.16823e-06    9.07887e-07    2.51953e-10   -7.65527e-09    3.10299e-11    1.08706e-07    4.05859e-11   -6.49624e-08    5.17067e-11   -2.31281e-08    6.36591e-12    5.79536e-09    1.71104e-11    7.08049e-09    1.57477e-11   -7.08049e-09    1.57477e-11    4.04819e-08    1.43744e-11    4.04819e-08    1.43744e-11   -2.24944e-09    3.68251e-12    1.02938e-08    2.76521e-12   -1.02938e-08    2.76521e-12        15.0764  10000000         1
   582.152     -0.0178801    6.60863e-05       0.119255    5.51197e-05     -0.0711198    5.93224e-05     -0.0515055    1.98943e-05      0.0017587    4.89895e-06     0.00213232    4.47969e-06    -0.00213232    4.47969e-06      0.0118831    5.32914e-06      0.0118831    5.32914e-06   -0.000644675    1.07074e-06     0.00305572    1.16702e-06    -0.00305572    1.16702e-06    8.74312e-07    2.39365e-10   -7.81638e-09    2.88107e-11    1.04266e-07    3.88278e-11   -6.21809e-08     4.8993e-11    -2.2516e-08    6.13494e-12    5.76443e-09    1.59794e-11    6.98905e-09    1.45577e-11   -6.98905e-09    1.45577e-11    3.89488e-08    1.38347e-11    3.89488e-08    1.38347e-11   -2.11303e-09    3.46154e-12    1.00156e-08    2.66697e-12   -1.00156e-08    2.66697e-12        18.4398  10000000         1
