        Q2    <dsig|+1,0>         err[1]    <dsig|+2,0>         err[2]      <ALL|0,0>         err[3]     <ALL|+1,0>         err[4]   <dsig|0,+1>          err[5]   <dsig|+1,-1>         err[6]    dsig|+1,+1>         err[7]  <dsig|+2,+1>          err[8]  <dsig|+2,-1>          err[9]     <ALL|0,+1>        err[10]    <ALL|+1,-1>        err[11]    <ALL|+1,+1>        err[12]        time[s]     neval      fail
   1464.18      -0.089353     0.00179646      0.0195315    0.000395489       0.744928      0.0147975      -0.103089     0.00201131      0.0628536     0.00131083      0.0196627     0.00039564     -0.0196627     0.00039564     0.00906272    0.000184766     0.00906272    0.000184766      0.0568919     0.00116496      0.0223138    0.000434276     -0.0223138    0.000434276      0.0304817    100000         0
   1466.67     -0.0892371     0.00179757      0.0194384    0.000394466       0.746199      0.0148504      -0.102919     0.00201231      0.0629407     0.00131481      0.0196376    0.000395888     -0.0196376    0.000395888      0.0090161    0.000184226      0.0090161    0.000184226      0.0570048     0.00116938      0.0222789    0.000434526     -0.0222789    0.000434526        0.11144    100000         0
   1469.15     -0.0890609      0.0017974      0.0193364    0.000393249       0.747546      0.0149037       -0.10269      0.0020121      0.0630242     0.00131859      0.0195993    0.000395851     -0.0195993    0.000395851       0.008966    0.000183608       0.008966    0.000183608      0.0571146     0.00117358      0.0222311    0.000434512     -0.0222311    0.000434512      0.0364301    100000         0
   1471.64     -0.0889548     0.00179938      0.0192474    0.000392444       0.748812      0.0149635      -0.102546     0.00201432      0.0631114      0.0013232       0.019576    0.000396281      -0.019576    0.000396281     0.00892177    0.000183175     0.00892177    0.000183175      0.0572294     0.00117858      0.0222015     0.00043502     -0.0222015     0.00043502      0.0361414    100000         0
   1474.12     -0.0887959     0.00179985      0.0191488    0.000391336       0.750178      0.0150193      -0.102334     0.00201474      0.0631796      0.0013266      0.0195415    0.000396382     -0.0195415    0.000396382     0.00887308      0.0001826     0.00887308      0.0001826      0.0573306     0.00118265      0.0221577    0.000435144     -0.0221577    0.000435144      0.0351557    100000         0
   1476.61     -0.0886793     0.00180149      0.0190611    0.000390516       0.751486      0.0150796      -0.102181     0.00201664      0.0632772     0.00133138      0.0195159    0.000396733     -0.0195159    0.000396733     0.00882981    0.000182167     0.00882981    0.000182167      0.0574557     0.00118778       0.022126    0.000435582      -0.022126    0.000435582      0.0345623    100000         0
   1479.09     -0.0885592     0.00180245      0.0189674    0.000389443       0.752781      0.0151324      -0.102002     0.00201739      0.0633545     0.00133476      0.0194916    0.000396974     -0.0194916    0.000396974     0.00878241    0.000181598     0.00878241    0.000181598      0.0575639     0.00119189      0.0220901    0.000435791     -0.0220901    0.000435791       0.033653    100000         0
   1481.58     -0.0883718     0.00180257       0.018863    0.000388256       0.754122      0.0151914      -0.101766     0.00201753      0.0634317      0.0013389      0.0194497    0.000396984     -0.0194497    0.000396984     0.00873139    0.000180989     0.00873139    0.000180989      0.0576671     0.00119641      0.0220403    0.000435845     -0.0220403    0.000435845       0.032052    100000         0
   1484.06     -0.0882322     0.00180335      0.0187704    0.000387232       0.755394      0.0152457      -0.101579     0.00201829       0.063513      0.0013428      0.0194195    0.000397153     -0.0194195    0.000397153     0.00868554    0.000180454     0.00868554    0.000180454      0.0577757     0.00120079      0.0220016    0.000436042     -0.0220016    0.000436042      0.0316046    100000         0
   1486.55     -0.0881162      0.0018051      0.0186807    0.000386363       0.756635      0.0153061      -0.101423     0.00202027      0.0635823     0.00134706      0.0193944    0.000397542     -0.0193944    0.000397542       0.008641    0.000179994       0.008641    0.000179994      0.0578759     0.00120559      0.0219698    0.000436502     -0.0219698    0.000436502      0.0316173    100000         0
   1489.03      -0.087982     0.00180595      0.0185884    0.000385339       0.757961      0.0153629      -0.101237      0.0020211      0.0636848      0.0013515      0.0193664    0.000397749     -0.0193664    0.000397749     0.00859502    0.000179459     0.00859502    0.000179459      0.0580043     0.00121045      0.0219318    0.000436722     -0.0219318    0.000436722      0.0313736    100000         0
   1491.52     -0.0878405     0.00180669      0.0184961    0.000384301       0.759301      0.0154202      -0.101035     0.00202157      0.0637596     0.00135544      0.0193348    0.000397896     -0.0193348    0.000397896     0.00854912    0.000178909     0.00854912    0.000178909      0.0581115     0.00121491      0.0218896    0.000436853     -0.0218896    0.000436853      0.0313515    100000         0
      1494     -0.0877016     0.00180765      0.0184052    0.000383324       0.760539       0.015477      -0.100855     0.00202267      0.0638391     0.00135952      0.0193054    0.000398116     -0.0193054    0.000398116     0.00850424    0.000178399     0.00850424    0.000178399      0.0582188      0.0012195      0.0218528    0.000437126     -0.0218528    0.000437126      0.0315438    100000         0
   1496.49     -0.0875224     0.00180779      0.0183002    0.000382057       0.761893      0.0155364      -0.100612     0.00202254      0.0639136     0.00136337      0.0192672    0.000398167     -0.0192672    0.000398167     0.00845192    0.000177739     0.00845192    0.000177739      0.0583223     0.00122393      0.0218025    0.000437141     -0.0218025    0.000437141      0.0313817    100000         0
   1498.97     -0.0873955     0.00180908      0.0182136    0.000381177        0.76316      0.0155957      -0.100444     0.00202396      0.0640058     0.00136808      0.0192392    0.000398442     -0.0192392    0.000398442     0.00840927    0.000177277     0.00840927    0.000177277      0.0584413     0.00122899      0.0217676    0.000437478     -0.0217676    0.000437478       0.030002    100000         0
   1501.46     -0.0872476     0.00180989      0.0181186    0.000380098       0.764414      0.0156539      -0.100246     0.00202472      0.0640829      0.0013721      0.0192078    0.000398635     -0.0192078    0.000398635     0.00836209    0.000176714     0.00836209    0.000176714      0.0585456     0.00123356       0.021727    0.000437683      -0.021727    0.000437683       0.031083    100000         0
   1503.94     -0.0870928     0.00181043      0.0180254    0.000379016       0.765672      0.0157101      -0.100039     0.00202512      0.0641805      0.0013766       0.019174    0.000398752      -0.019174    0.000398752     0.00831596    0.000176147     0.00831596    0.000176147      0.0586651     0.00123838      0.0216838    0.000437802     -0.0216838    0.000437802      0.0301726    100000         0
   1506.43     -0.0869293      0.0018112      0.0179295    0.000377968       0.766944      0.0157708     -0.0998274     0.00202589      0.0642596     0.00138112      0.0191378    0.000398912     -0.0191378    0.000398912     0.00826877      0.0001756     0.00826877      0.0001756        0.05877     0.00124326      0.0216395    0.000437998     -0.0216395    0.000437998      0.0309813    100000         0
   1508.91     -0.0868382     0.00181323      0.0178464    0.000377135       0.768212       0.015832     -0.0996855      0.0020279       0.064348      0.0013856      0.0191197    0.000399388     -0.0191197    0.000399388     0.00822672    0.000175146     0.00822672    0.000175146      0.0588904     0.00124836      0.0216116    0.000438479     -0.0216116    0.000438479      0.0311661    100000         0
    1511.4     -0.0866768     0.00181373       0.017753    0.000376069       0.769475      0.0158913     -0.0994747     0.00202836      0.0644479     0.00139046      0.0190848    0.000399499     -0.0190848    0.000399499     0.00818076    0.000174593     0.00818076    0.000174593      0.0590125     0.00125348      0.0215678    0.000438614     -0.0215678    0.000438614      0.0316536    100000         0
   1513.88     -0.0865201     0.00181442      0.0176609    0.000375025       0.770728       0.015951     -0.0992744     0.00202911      0.0644917     0.00139384      0.0190503    0.000399648     -0.0190503    0.000399648     0.00813554    0.000174053     0.00813554    0.000174053       0.059092     0.00125762      0.0215259    0.000438805     -0.0215259    0.000438805      0.0298533    100000         0
   1516.37     -0.0863638     0.00181508      0.0175661     0.00037392       0.771972       0.016011     -0.0990625      0.0020296      0.0645735     0.00139823      0.0190169    0.000399807     -0.0190169    0.000399807     0.00808841    0.000173474     0.00808841    0.000173474      0.0591995     0.00126246      0.0214822    0.000438953     -0.0214822    0.000438953      0.0313803    100000         0
   1518.85     -0.0861875     0.00181551        0.01747    0.000372825       0.773271      0.0160733     -0.0988369     0.00203002      0.0646595     0.00140293      0.0189787    0.000399906     -0.0189787    0.000399906     0.00804117    0.000172908     0.00804117    0.000172908      0.0593118     0.00126753      0.0214352     0.00043908     -0.0214352     0.00043908      0.0296083    100000         0
   1521.34      -0.086044     0.00181633       0.017381    0.000371816       0.774529      0.0161323     -0.0986372     0.00203064      0.0647493     0.00140738      0.0189478    0.000400093     -0.0189478    0.000400093     0.00799689    0.000172373     0.00799689    0.000172373      0.0594282     0.00127244       0.021394    0.000439251      -0.021394    0.000439251      0.0311615    100000         0
   1523.82       -0.08597     0.00181878      0.0173094    0.000371172       0.775717      0.0161936     -0.0985265     0.00203319      0.0647964      0.0014112      0.0189313    0.000400622     -0.0189313    0.000400622     0.00796113    0.000172014     0.00796113    0.000172014      0.0595166     0.00127707      0.0213714    0.000439831     -0.0213714    0.000439831      0.0300708    100000         0
   1526.31     -0.0857493     0.00181808      0.0172038    0.000369818       0.776994      0.0162529     -0.0982504     0.00203233      0.0648978     0.00141583      0.0188838    0.000400479     -0.0188838    0.000400479      0.0079095    0.000171327      0.0079095    0.000171327      0.0596346     0.00128196      0.0213137    0.000439686     -0.0213137    0.000439686      0.0311375    100000         0
   1528.79     -0.0856586     0.00182059      0.0171253    0.000369137       0.778233      0.0163208     -0.0981208     0.00203506      0.0649638     0.00142072      0.0188647    0.000401043     -0.0188647    0.000401043     0.00787031    0.000170951     0.00787031    0.000170951      0.0597383     0.00128745      0.0212877    0.000440314     -0.0212877    0.000440314      0.0303938    100000         0
   1531.28      -0.085463     0.00182027      0.0170242    0.000367835        0.77944      0.0163779     -0.0978675     0.00203448      0.0650434      0.0014248      0.0188224    0.000400985     -0.0188224    0.000400985     0.00782049    0.000170282     0.00782049    0.000170282       0.059838     0.00129195      0.0212348     0.00044023     -0.0212348     0.00044023      0.0301554    100000         0
   1533.76     -0.0853142     0.00182138      0.0169373    0.000366895       0.780717      0.0164434     -0.0976728     0.00203562      0.0651289     0.00142986      0.0187903    0.000401233     -0.0187903    0.000401233     0.00777776     0.00016979     0.00777776     0.00016979      0.0599533      0.0012974      0.0211945    0.000440513     -0.0211945    0.000440513      0.0311291    100000         0
   1536.25     -0.0851421     0.00182191      0.0168461    0.000365862       0.781955       0.016507     -0.0974585     0.00203622      0.0651955     0.00143414      0.0187523    0.000401342     -0.0187523    0.000401342     0.00773326    0.000169256     0.00773326    0.000169256      0.0600492     0.00130221      0.0211494     0.00044067     -0.0211494     0.00044067      0.0317411    100000         0
   1538.73     -0.0850148     0.00182311       0.016761    0.000364884       0.783144      0.0165667     -0.0972737     0.00203713      0.0652879     0.00143899      0.0187253    0.000401623     -0.0187253    0.000401623     0.00769055    0.000168731     0.00769055    0.000168731      0.0601662     0.00130745      0.0211116    0.000440912     -0.0211116    0.000440912      0.0319831    100000         0
   1541.22     -0.0848397     0.00182332      0.0166688    0.000363758       0.784389       0.016628     -0.0970446     0.00203714      0.0653585     0.00144313      0.0186874    0.000401678     -0.0186874    0.000401678     0.00764503    0.000168146     0.00764503    0.000168146      0.0602658     0.00131215      0.0210639    0.000440952     -0.0210639    0.000440952      0.0316228    100000         0
    1543.7     -0.0847152     0.00182512      0.0165852    0.000362886       0.785547      0.0166921     -0.0968786     0.00203895      0.0654288     0.00144776      0.0186607    0.000402082     -0.0186607    0.000402082     0.00760344    0.000167672     0.00760344    0.000167672      0.0603646     0.00131732      0.0210298    0.000441384     -0.0210298    0.000441384      0.0309544    100000         0
   1546.19     -0.0845461     0.00182602      0.0164931    0.000361875       0.786771      0.0167585     -0.0966713     0.00204005      0.0655025     0.00145246      0.0186242    0.000402289     -0.0186242    0.000402289     0.00755845    0.000167151     0.00755845    0.000167151      0.0604652     0.00132253      0.0209868     0.00044166     -0.0209868     0.00044166       0.031561    100000         0
   1548.67     -0.0844125     0.00182695      0.0164079    0.000360851        0.78799      0.0168197       -0.09647     0.00204049       0.065604     0.00145741      0.0185962    0.000402517     -0.0185962    0.000402517     0.00751552    0.000166599     0.00751552    0.000166599      0.0605914     0.00132788      0.0209457    0.000441804     -0.0209457    0.000441804      0.0312225    100000         0
   1551.16     -0.0841833     0.00182625      0.0163065    0.000359562        0.78923      0.0168833     -0.0961928     0.00203979      0.0656995     0.00146248      0.0185471    0.000402376     -0.0185471    0.000402376     0.00746639    0.000165951     0.00746639    0.000165951      0.0607055     0.00133316      0.0208879    0.000441693     -0.0208879    0.000441693      0.0313372    100000         0
   1553.64     -0.0840337     0.00182774      0.0162223    0.000358701       0.790423       0.016952     -0.0960105     0.00204151      0.0657633     0.00146732      0.0185136    0.000402689     -0.0185136    0.000402689     0.00742545    0.000165499     0.00742545    0.000165499      0.0607994     0.00133851      0.0208495    0.000442091     -0.0208495    0.000442091       0.031292    100000         0
   1556.13     -0.0838516     0.00182813      0.0161282    0.000357557       0.791627      0.0170164     -0.0957732     0.00204164      0.0658593      0.0014725      0.0184743    0.000402783     -0.0184743    0.000402783     0.00737899    0.000164899     0.00737899    0.000164899      0.0609153     0.00134397         0.0208    0.000442162        -0.0208    0.000442162      0.0314545    100000         0
   1558.61      -0.083749     0.00182986      0.0160528    0.000356735       0.792803      0.0170797     -0.0956149     0.00204312      0.0659402     0.00147714      0.0184537    0.000403195     -0.0184537    0.000403195     0.00734092    0.000164448     0.00734092    0.000164448      0.0610289     0.00134926      0.0207685    0.000442534     -0.0207685    0.000442534       0.032162    100000         0
    1561.1     -0.0835842     0.00183059      0.0159648    0.000355701       0.793976      0.0171426     -0.0954052     0.00204378      0.0660293     0.00148206      0.0184179     0.00040336     -0.0184179     0.00040336     0.00729762    0.000163906     0.00729762    0.000163906      0.0611399     0.00135456      0.0207248    0.000442715     -0.0207248    0.000442715      0.0354595    100000         0
   1563.58     -0.0834603     0.00183212      0.0158857    0.000354841        0.79515      0.0172071     -0.0952354     0.00204523      0.0660869     0.00148626       0.018391    0.000403704      -0.018391    0.000403704     0.00725834    0.000163443     0.00725834    0.000163443      0.0612315     0.00135948      0.0206898    0.000443066     -0.0206898    0.000443066      0.0360631    100000         0
   1566.07      -0.083317     0.00183373      0.0158014    0.000353952       0.796319      0.0172788     -0.0950471     0.00204686      0.0661506      0.0014913      0.0183604    0.000404072     -0.0183604    0.000404072     0.00721673    0.000162967     0.00721673    0.000162967      0.0613264     0.00136508      0.0206511    0.000443464     -0.0206511    0.000443464       0.037239    100000         0
   1568.55     -0.0830858     0.00183262      0.0157025    0.000352596       0.797511      0.0173388     -0.0947602     0.00204548      0.0662617     0.00149651      0.0183104    0.000403839     -0.0183104    0.000403839     0.00716868    0.000162284     0.00716868    0.000162284      0.0614504     0.00137041      0.0205908    0.000443204     -0.0205908    0.000443204      0.0380525    100000         0
   1571.04     -0.0829576     0.00183407      0.0156226    0.000351705        0.79867      0.0174038     -0.0945774      0.0020467      0.0663338     0.00150119      0.0182831    0.000404174     -0.0182831    0.000404174     0.00712875    0.000161802     0.00712875    0.000161802      0.0615525     0.00137568      0.0205533    0.000443513     -0.0205533    0.000443513      0.0384302    100000         0
   1573.52     -0.0827617      0.0018342      0.0155313    0.000350578       0.799879      0.0174724     -0.0943357     0.00204682      0.0664336     0.00150676      0.0182408    0.000404214     -0.0182408    0.000404214     0.00708445    0.000161227     0.00708445    0.000161227       0.061673     0.00138151      0.0205028    0.000443579     -0.0205028    0.000443579      0.0383848    100000         0
   1576.01     -0.0826481     0.00183637      0.0154543     0.00034981       0.801025       0.017542     -0.0941811     0.00204903      0.0665149     0.00151225      0.0182167    0.000404706     -0.0182167    0.000404706     0.00704611    0.000160805     0.00704611    0.000160805      0.0617832     0.00138747      0.0204714    0.000444101     -0.0204714    0.000444101      0.0425186    100000         0
   1578.49     -0.0824443     0.00183586      0.0153621    0.000348573       0.802212      0.0176031     -0.0939191     0.00204813       0.066602     0.00151687      0.0181724    0.000404601     -0.0181724    0.000404601     0.00700091    0.000160167     0.00700091    0.000160167      0.0618914     0.00139247      0.0204164    0.000443946     -0.0204164    0.000443946      0.0365504    100000         0
   1580.98     -0.0822793     0.00183687      0.0152765    0.000347591       0.803373      0.0176743     -0.0937071      0.0020491      0.0666895     0.00152262      0.0181381    0.000404855     -0.0181381    0.000404855     0.00695871    0.000159651     0.00695871    0.000159651      0.0620045     0.00139856      0.0203731    0.000444209     -0.0203731    0.000444209      0.0358517    100000         0
   1583.46      -0.082135     0.00183811      0.0151958    0.000346664       0.804517      0.0177411     -0.0935165     0.00205019      0.0667419     0.00152689      0.0181064     0.00040513     -0.0181064     0.00040513     0.00691882    0.000159156     0.00691882    0.000159156       0.062089     0.00140353      0.0203333    0.000444481     -0.0203333    0.000444481      0.0360059    100000         0
   1585.95     -0.0819557     0.00183916      0.0151082    0.000345678       0.805619      0.0178132     -0.0932948     0.00205125      0.0668091     0.00153245      0.0180668    0.000405358     -0.0180668    0.000405358     0.00687614    0.000158638     0.00687614    0.000158638      0.0621796     0.00140941      0.0202866    0.000444745     -0.0202866    0.000444745      0.0359115    100000         0
   1588.43     -0.0818085     0.00184026      0.0150277    0.000344741       0.806746      0.0178795     -0.0931028     0.00205228       0.066892     0.00153747      0.0180358    0.000405621     -0.0180358    0.000405621     0.00683645    0.000158145     0.00683645    0.000158145      0.0622881     0.00141493      0.0202472    0.000445016     -0.0202472    0.000445016      0.0360223    100000         0
   1590.92     -0.0816914     0.00184204      0.0149521    0.000343901       0.807949      0.0179503     -0.0929237     0.00205362      0.0669725     0.00154273      0.0180114    0.000406036     -0.0180114    0.000406036     0.00679831    0.000157676     0.00679831    0.000157676      0.0624023      0.0014208      0.0202109    0.000445359     -0.0202109    0.000445359      0.0367315    100000         0
    1593.4     -0.0814728     0.00184185      0.0148579    0.000342713        0.80909      0.0180195     -0.0926598     0.00205343      0.0670662     0.00154819      0.0179648    0.000406015     -0.0179648    0.000406015     0.00675263    0.000157073     0.00675263    0.000157073      0.0625135     0.00142656       0.020156    0.000445364      -0.020156    0.000445364      0.0355739    100000         0
   1595.89     -0.0813478     0.00184332      0.0147838     0.00034185       0.810205      0.0180869     -0.0924793     0.00205452      0.0671312     0.00155318      0.0179375    0.000406347     -0.0179375    0.000406347     0.00671566    0.000156602     0.00671566    0.000156602      0.0626102      0.0014321      0.0201185    0.000445643     -0.0201185    0.000445643      0.0357876    100000         0
   1598.37     -0.0810929     0.00184226      0.0146826    0.000340459       0.811364       0.018155     -0.0921713     0.00205327      0.0672353     0.00155878      0.0178829    0.000406138     -0.0178829    0.000406138     0.00666665      0.0001559     0.00666665      0.0001559      0.0627266     0.00143787       0.020054    0.000445418      -0.020054    0.000445418      0.0358739    100000         0
   1600.86     -0.0809645     0.00184427      0.0146106    0.000339773       0.812447      0.0182292     -0.0920109     0.00205557      0.0673234     0.00156506      0.0178554    0.000406592     -0.0178554    0.000406592     0.00663156    0.000155535     0.00663156    0.000155535      0.0628413     0.00144448       0.020021    0.000445957      -0.020021    0.000445957      0.0348335    100000         0
   1603.34     -0.0808355      0.0018458      0.0145336    0.000338867        0.81358      0.0182974     -0.0918271     0.00205675      0.0673862     0.00156963      0.0178287    0.000406957     -0.0178287    0.000406957     0.00659294     0.00015504     0.00659294     0.00015504      0.0629364     0.00144979      0.0199838    0.000446269     -0.0199838    0.000446269      0.0336645    100000         0
   1605.83     -0.0806912     0.00184704      0.0144559    0.000337941       0.814703      0.0183682     -0.0916283     0.00205767      0.0674633     0.00157511       0.017798    0.000407248      -0.017798    0.000407248     0.00655435     0.00015454     0.00655435     0.00015454      0.0630421     0.00145574      0.0199429    0.000446516     -0.0199429    0.000446516      0.0339105    100000         0
   1608.31     -0.0805063     0.00184772      0.0143706    0.000336923       0.815848       0.018442     -0.0913974      0.0020583      0.0675393     0.00158053      0.0177584    0.000407415     -0.0177584    0.000407415     0.00651279    0.000154011     0.00651279    0.000154011      0.0631439     0.00146165      0.0198949    0.000446699     -0.0198949    0.000446699      0.0312093    100000         0
    1610.8     -0.0803504     0.00184857      0.0142913    0.000335948       0.816972       0.018511     -0.0911888     0.00205889      0.0676315     0.00158621      0.0177255    0.000407627     -0.0177255    0.000407627     0.00647361    0.000153494     0.00647361    0.000153494      0.0632606      0.0014677      0.0198519    0.000446876     -0.0198519    0.000446876      0.0312002    100000         0
   1613.28     -0.0801595     0.00184932      0.0142049    0.000334927       0.818079      0.0185869     -0.0909505     0.00205953      0.0676933      0.0015916       0.017684    0.000407801      -0.017684    0.000407801     0.00643147    0.000152959     0.00643147    0.000152959      0.0633484     0.00147358       0.019802    0.000447059      -0.019802    0.000447059      0.0311494    100000         0
   1615.77     -0.0799902     0.00185013      0.0141224    0.000333887       0.819221      0.0186594     -0.0907287     0.00206007      0.0677865     0.00159738      0.0176481    0.000408008     -0.0176481    0.000408008     0.00639077     0.00015241     0.00639077     0.00015241      0.0634651     0.00147977      0.0197562    0.000447229     -0.0197562    0.000447229      0.0310011    100000         0
   1618.25     -0.0798519     0.00185162      0.0140458    0.000332984       0.820293      0.0187304     -0.0905416     0.00206136      0.0678661     0.00160295      0.0176189    0.000408364     -0.0176189    0.000408364     0.00635273    0.000151922     0.00635273    0.000151922      0.0635702     0.00148582      0.0197179     0.00044756     -0.0197179     0.00044756      0.0311854    100000         0
   1620.74     -0.0796924     0.00185319      0.0139686    0.000332172       0.821377      0.0188084     -0.0903486     0.00206315      0.0679476     0.00160908      0.0175844    0.000408717     -0.0175844    0.000408717     0.00631531    0.000151497     0.00631531    0.000151497      0.0636765     0.00149236      0.0196778    0.000447989     -0.0196778    0.000447989      0.0312948    100000         0
   1623.22     -0.0794955     0.00185335      0.0138824     0.00033104       0.822484      0.0188796      -0.090099     0.00206304      0.0680383     0.00161488       0.017543    0.000408784      -0.017543    0.000408784     0.00627309    0.000150907     0.00627309    0.000150907      0.0637879     0.00149849      0.0196262    0.000448019     -0.0196262    0.000448019      0.0296988    100000         0
   1625.71     -0.0793803     0.00185542      0.0138135    0.000330298       0.823571      0.0189533     -0.0899335     0.00206481      0.0680859     0.00161963      0.0175182    0.000409249     -0.0175182    0.000409249     0.00623874    0.000150492     0.00623874    0.000150492      0.0638718     0.00150405      0.0195922    0.000448449     -0.0195922    0.000448449      0.0307354    100000         0
   1628.19     -0.0791786     0.00185571      0.0137283      0.0003292       0.824704      0.0190288     -0.0896852     0.00206493      0.0681837     0.00162592      0.0174743    0.000409322     -0.0174743    0.000409322     0.00619745    0.000149924     0.00619745    0.000149924      0.0639894     0.00151058        0.01954    0.000448519       -0.01954    0.000448519      0.0310067    100000         0
   1630.68     -0.0789889     0.00185598       0.013644    0.000328103       0.825789      0.0191015     -0.0894411     0.00206492      0.0682682     0.00163148      0.0174347    0.000409421     -0.0174347    0.000409421     0.00615606    0.000149353     0.00615606    0.000149353      0.0640962      0.0015166      0.0194899    0.000448577     -0.0194899    0.000448577      0.0298247    100000         0
   1633.16     -0.0788148     0.00185672      0.0135641     0.00032711        0.82685      0.0191739     -0.0892192      0.0020655      0.0683691     0.00163765      0.0173983    0.000409614     -0.0173983    0.000409614     0.00611693    0.000148833     0.00611693    0.000148833      0.0642163     0.00152308      0.0194444    0.000448757     -0.0194444    0.000448757      0.0315172    100000         0
   1635.65     -0.0786154     0.00185704      0.0134785    0.000325986       0.828005      0.0192524     -0.0889651     0.00206551      0.0684535     0.00164358      0.0173557    0.000409714     -0.0173557    0.000409714     0.00607506    0.000148247     0.00607506    0.000148247      0.0643255     0.00152946      0.0193915    0.000448815     -0.0193915    0.000448815      0.0300744    100000         0
   1638.13     -0.0784782     0.00185844      0.0134074    0.000325137       0.829021      0.0193228     -0.0887748      0.0020665      0.0685266     0.00164915      0.0173256    0.000410027     -0.0173256    0.000410027      0.0060399    0.000147783      0.0060399    0.000147783      0.0644241     0.00153549      0.0193518    0.000449073     -0.0193518    0.000449073      0.0311492    100000         0
   1640.62     -0.0782974     0.00185945      0.0133264    0.000324154        0.83012      0.0194023     -0.0885511     0.00206744       0.068629     0.00165574      0.0172878    0.000410279     -0.0172878    0.000410279     0.00600039    0.000147265     0.00600039    0.000147265      0.0645473     0.00154241      0.0193059    0.000449332     -0.0193059    0.000449332      0.0299943    100000         0
    1643.1     -0.0781023     0.00185931      0.0132464    0.000323066       0.831162      0.0194701     -0.0883026     0.00206693      0.0687174     0.00166124      0.0172459    0.000410268     -0.0172459    0.000410268     0.00596141    0.000146703     0.00596141    0.000146703      0.0646553     0.00154828       0.019254     0.00044927      -0.019254     0.00044927      0.0316066    100000         0
   1645.59     -0.0779208     0.00186032      0.0131644    0.000322048       0.832249      0.0195521     -0.0880716     0.00206778      0.0688241     0.00166831      0.0172078    0.000410528     -0.0172078    0.000410528     0.00592124    0.000146165     0.00592124    0.000146165      0.0647814     0.00155561      0.0192065    0.000449515     -0.0192065    0.000449515      0.0314552    100000         0
   1648.07     -0.0777837     0.00186217      0.0130915    0.000321193       0.833306        0.01963     -0.0878835     0.00206932      0.0688978     0.00167433      0.0171788    0.000410965     -0.0171788    0.000410965     0.00588491    0.000145695     0.00588491    0.000145695      0.0648829     0.00156216      0.0191679    0.000449906     -0.0191679    0.000449906        0.03118    100000         0
   1650.56     -0.0775424     0.00186096      0.0130032    0.000319892       0.834374      0.0197005     -0.0875851     0.00206768      0.0689857     0.00168001      0.0171269    0.000410722     -0.0171269    0.000410722     0.00584234    0.000145036     0.00584234    0.000145036      0.0649882     0.00156812      0.0191053      0.0004496     -0.0191053      0.0004496      0.0306451    100000         0
   1653.04     -0.0773816     0.00186271      0.0129296    0.000319094       0.835391      0.0197829     -0.0873923     0.00206964       0.069088     0.00168736      0.0170929    0.000411132     -0.0170929    0.000411132     0.00580668    0.000144614     0.00580668    0.000144614      0.0651103      0.0015757      0.0190656    0.000450077     -0.0190656    0.000450077      0.0312064    100000         0
   1655.53      -0.077255     0.00186483      0.0128616    0.000318349       0.836477      0.0198649     -0.0872167     0.00207147      0.0691307     0.00169257      0.0170661    0.000411616     -0.0170661    0.000411616     0.00577295    0.000144197     0.00577295    0.000144197      0.0651909     0.00158176      0.0190296    0.000450526     -0.0190296    0.000450526       0.031401    100000         0
   1658.01     -0.0770817     0.00186543      0.0127876    0.000317388       0.837474      0.0199381     -0.0869991     0.00207191      0.0692357     0.00169936       0.017029    0.000411772      -0.017029    0.000411772     0.00573698    0.000143698     0.00573698    0.000143698      0.0653135     0.00158873      0.0189844    0.000450672     -0.0189844    0.000450672      0.0310075    100000         0
    1660.5     -0.0768604     0.00186554      0.0126998    0.000316198       0.838538      0.0200195     -0.0867278     0.00207176      0.0693064     0.00170525      0.0169819     0.00041183     -0.0169819     0.00041183     0.00569431    0.000143081     0.00569431    0.000143081      0.0654054     0.00159509      0.0189279    0.000450697     -0.0189279    0.000450697      0.0306581    100000         0
   1662.98     -0.0767437     0.00186834      0.0126329    0.000315544       0.839596      0.0201065     -0.0865711     0.00207458      0.0693894     0.00171219      0.0169575    0.000412478     -0.0169575    0.000412478     0.00566121    0.000142712     0.00566121    0.000142712      0.0655179     0.00160257      0.0188961    0.000451365     -0.0188961    0.000451365       0.031283    100000         0
   1665.47     -0.0764852     0.00186683      0.0125456    0.000314229       0.840663      0.0201797     -0.0862536     0.00207251      0.0694717     0.00171797      0.0169012    0.000412155     -0.0169012    0.000412155     0.00561932    0.000142047     0.00561932    0.000142047      0.0656185     0.00160862      0.0188289    0.000450963     -0.0188289    0.000450963      0.0312515    100000         0
   1667.95     -0.0763366     0.00186836      0.0124743    0.000313366       0.841641      0.0202581     -0.0860597     0.00207388      0.0695521     0.00172425      0.0168705    0.000412534     -0.0168705    0.000412534     0.00558416    0.000141584     0.00558416    0.000141584      0.0657225     0.00161539      0.0187895    0.000451323     -0.0187895    0.000451323      0.0311867    100000         0
   1670.44     -0.0761334     0.00186876      0.0123958    0.000312343       0.842659      0.0203393      -0.085808     0.00207405      0.0696509     0.00173146      0.0168263    0.000412636     -0.0168263    0.000412636      0.0055463    0.000141053      0.0055463    0.000141053      0.0658387     0.00162276      0.0187365    0.000451405     -0.0187365    0.000451405      0.0307578    100000         0
