        Q2    <dsig|+1,0>         err[1]    <dsig|+2,0>         err[2]      <ALL|0,0>         err[3]     <ALL|+1,0>         err[4]   <dsig|0,+1>          err[5]   <dsig|+1,-1>         err[6]    dsig|+1,+1>         err[7]  <dsig|+2,+1>          err[8]  <dsig|+2,-1>          err[9]     <ALL|0,+1>        err[10]    <ALL|+1,-1>        err[11]    <ALL|+1,+1>        err[12]        time[s]     neval      fail
   1672.92     -0.0760107     0.00187107      0.0123328    0.000311681       0.843667       0.020422     -0.0856435     0.00207618      0.0697232     0.00173807      0.0167991    0.000413144     -0.0167991    0.000413144     0.00551538    0.000140682     0.00551538    0.000140682      0.0659405     0.00162987       0.018702    0.000451909      -0.018702    0.000451909       0.031106    100000         0
   1675.41     -0.0758212     0.00187182      0.0122541    0.000310649       0.844711      0.0205058     -0.0854032     0.00207667      0.0697942     0.00174428      0.0167602    0.000413363     -0.0167602    0.000413363     0.00547681    0.000140137     0.00547681    0.000140137      0.0660374     0.00163664      0.0186531    0.000452088     -0.0186531    0.000452088       0.028579    100000         0
   1677.89      -0.075643     0.00187252      0.0121775    0.000309613       0.845733      0.0205848     -0.0851699     0.00207696      0.0699106     0.00175155      0.0167231    0.000413569     -0.0167231    0.000413569     0.00543906    0.000139589     0.00543906    0.000139589      0.0661708     0.00164414      0.0186052     0.00045222     -0.0186052     0.00045222       0.031015    100000         0
   1680.38     -0.0754835     0.00187362      0.0121066    0.000308684       0.846807      0.0206679     -0.0849555     0.00207759      0.0699682     0.00175729       0.016689     0.00041384      -0.016689     0.00041384     0.00540413    0.000139089     0.00540413    0.000139089      0.0662612     0.00165059      0.0185607    0.000452415     -0.0185607    0.000452415      0.0321398    100000         0
   1682.86     -0.0753041      0.0018742      0.0120328    0.000307688       0.847785      0.0207447      -0.084727     0.00207785      0.0700471     0.00176345      0.0166518    0.000414011     -0.0166518    0.000414011     0.00536807    0.000138565     0.00536807    0.000138565      0.0663626      0.0016572      0.0185139    0.000452536     -0.0185139    0.000452536      0.0319752    100000         0
   1685.35     -0.0752018     0.00187798       0.011971    0.000307188       0.848785      0.0208429     -0.0845937     0.00208189      0.0701279     0.00177145      0.0166308    0.000414878     -0.0166308    0.000414878     0.00533761     0.00013827     0.00533761     0.00013827      0.0664735     0.00166573      0.0184874    0.000453473     -0.0184874    0.000453473      0.0311917    100000         0
   1687.83     -0.0749631     0.00187693      0.0118899    0.000305966       0.849767      0.0209175     -0.0842998      0.0020803      0.0702054     0.00177734      0.0165787    0.000414656     -0.0165787    0.000414656     0.00529871    0.000137646     0.00529871    0.000137646      0.0665686     0.00167194       0.018425    0.000453174      -0.018425    0.000453174      0.0309587    100000         0
   1690.32     -0.0748089     0.00187837      0.0118198    0.000305063       0.850737      0.0209987     -0.0840951     0.00208136      0.0702815     0.00178386      0.0165465    0.000415015     -0.0165465    0.000415015     0.00526411    0.000137157     0.00526411    0.000137157      0.0666688     0.00167895      0.0183832    0.000453471     -0.0183832    0.000453471      0.0314757    100000         0
    1692.8     -0.0745969       0.001879      0.0117386    0.000303981       0.851748      0.0210894     -0.0838389     0.00208189      0.0703709     0.00179125      0.0165013    0.000415194     -0.0165013    0.000415194     0.00522491    0.000136598     0.00522491    0.000136598      0.0667765     0.00168666      0.0183298    0.000453648     -0.0183298    0.000453648      0.0308017    100000         0
   1695.29     -0.0744081     0.00187951       0.011666    0.000303016       0.852779      0.0211725     -0.0835912     0.00208182      0.0704634     0.00179822      0.0164607    0.000415326     -0.0164607    0.000415326     0.00518945    0.000136081     0.00518945    0.000136081      0.0668924       0.001694       0.018278    0.000453687      -0.018278    0.000453687       0.030983    100000         0
   1697.77      -0.074234      0.0018811       0.011595    0.000302175       0.853753      0.0212649      -0.083383     0.00208352       0.070539     0.00180569      0.0164235    0.000415702     -0.0164235    0.000415702     0.00515535     0.00013564     0.00515535     0.00013564      0.0669917     0.00170186      0.0182348    0.000454112     -0.0182348    0.000454112      0.0310869    100000         0
   1700.26     -0.0741031     0.00188315      0.0115297    0.000301378       0.854802       0.021354     -0.0831976     0.00208513      0.0706145     0.00181246      0.0163967    0.000416206     -0.0163967    0.000416206     0.00512277    0.000135195     0.00512277    0.000135195      0.0670993     0.00170932      0.0181973    0.000454535     -0.0181973    0.000454535      0.0311659    100000         0
   1702.74     -0.0738972     0.00188329      0.0114553    0.000300334       0.855725      0.0214342      -0.082947     0.00208498      0.0706799     0.00181878       0.016352    0.000416254      -0.016352    0.000416254     0.00508701    0.000134655     0.00508701    0.000134655      0.0671844     0.00171601      0.0181445    0.000454554     -0.0181445    0.000454554      0.0308237    100000         0
   1705.23      -0.073727     0.00188484       0.011386    0.000299503        0.85671      0.0215256     -0.0827336     0.00208638      0.0707701     0.00182656      0.0163161    0.000416626     -0.0163161    0.000416626      0.0050534     0.00013421      0.0050534     0.00013421      0.0672979     0.00172414      0.0181005    0.000454917     -0.0181005    0.000454917      0.0311524    100000         0
   1707.71     -0.0735206     0.00188575      0.0113095    0.000298526       0.857648      0.0216172     -0.0824902      0.0020873      0.0708425     0.00183371       0.016272    0.000416855      -0.016272    0.000416855     0.00501675    0.000133702     0.00501675    0.000133702      0.0673895     0.00173169      0.0180497    0.000455173     -0.0180497    0.000455173      0.0310456    100000         0
    1710.2      -0.073372     0.00188693      0.0112436    0.000297619       0.858633      0.0216986     -0.0822838     0.00208788      0.0709506     0.00184099      0.0162413    0.000417166     -0.0162413    0.000417166     0.00498405    0.000133211     0.00498405    0.000133211      0.0675197     0.00173938      0.0180077    0.000455374     -0.0180077    0.000455374        0.03125    100000         0
   1712.68     -0.0731968     0.00188792      0.0111743    0.000296701       0.859609      0.0217878      -0.082057      0.0020885      0.0710233     0.00184788      0.0162045    0.000417426     -0.0162045    0.000417426     0.00495029    0.000132723     0.00495029    0.000132723      0.0676186     0.00174681      0.0179609    0.000455575     -0.0179609    0.000455575      0.0312271    100000         0
   1715.17     -0.0730126     0.00188915      0.0111025    0.000295774       0.860592      0.0218812     -0.0818283     0.00208952      0.0711184      0.0018559      0.0161654    0.000417733     -0.0161654    0.000417733      0.0049155    0.000132231      0.0049155    0.000132231      0.0677346     0.00175515      0.0179136    0.000455862     -0.0179136    0.000455862      0.0312067    100000         0
   1717.65     -0.0727837     0.00188917      0.0110239    0.000294666       0.861521      0.0219699     -0.0815552     0.00208935      0.0712148     0.00186358      0.0161168    0.000417777     -0.0161168    0.000417777     0.00487789    0.000131664     0.00487789    0.000131664       0.067845     0.00176304      0.0178567     0.00045589     -0.0178567     0.00045589      0.0288305    100000         0
   1720.14     -0.0726154     0.00189028      0.0109577     0.00029379       0.862523       0.022059     -0.0813352     0.00208999      0.0712873     0.00187048      0.0160809    0.000418048     -0.0160809    0.000418048     0.00484563    0.000131191     0.00484563    0.000131191      0.0679459      0.0017705       0.017811    0.000456088      -0.017811    0.000456088      0.0310104    100000         0
   1722.62     -0.0724279     0.00189063      0.0108864    0.000292733       0.863462      0.0221421     -0.0810885     0.00208968      0.0713797     0.00187757      0.0160415    0.000418178     -0.0160415    0.000418178     0.00481065    0.000130631     0.00481065    0.000130631      0.0680576     0.00177798        0.01776    0.000456096       -0.01776    0.000456096      0.0309185    100000         0
   1725.11     -0.0722062     0.00189078      0.0108115    0.000291675       0.864402      0.0222321      -0.080826     0.00208971      0.0715013     0.00188617       0.015994    0.000418244      -0.015994    0.000418244     0.00477493    0.000130092     0.00477493    0.000130092      0.0681911     0.00178665       0.017705    0.000456162      -0.017705    0.000456162      0.0299183    100000         0
   1727.59     -0.0720423     0.00189268      0.0107466    0.000290924       0.865365      0.0223298     -0.0806169     0.00209135      0.0715612      0.0018935      0.0159596    0.000418695     -0.0159596    0.000418695     0.00474334    0.000129676     0.00474334    0.000129676      0.0682811      0.0017946       0.017662    0.000456582      -0.017662    0.000456582      0.0310011    100000         0
   1730.08     -0.0719046     0.00189496      0.0106831    0.000290143       0.866316      0.0224254     -0.0804358     0.00209345      0.0716442     0.00190119      0.0159314    0.000419257     -0.0159314    0.000419257     0.00471211    0.000129248     0.00471211    0.000129248      0.0683901     0.00180288      0.0176254    0.000457117     -0.0176254    0.000457117      0.0298223    100000         0
   1732.56     -0.0717485     0.00189676       0.010617    0.000289285       0.867244      0.0225211      -0.080231     0.00209486      0.0717041     0.00190852      0.0158986    0.000419701     -0.0158986    0.000419701     0.00467966    0.000128778     0.00467966    0.000128778       0.068477     0.00181078      0.0175834    0.000457498     -0.0175834    0.000457498      0.0297057    100000         0
   1735.05     -0.0715472     0.00189745      0.0105473    0.000288345       0.868173      0.0226142     -0.0799922     0.00209548      0.0718238     0.00191725      0.0158561    0.000419888     -0.0158561    0.000419888     0.00464647    0.000128293     0.00464647    0.000128293      0.0686117     0.00181968      0.0175339    0.000457693     -0.0175339    0.000457693      0.0305387    100000         0
   1737.53      -0.071327     0.00189745      0.0104738    0.000287273       0.869085       0.022704      -0.079722     0.00209506       0.071905     0.00192463      0.0158088     0.00041992     -0.0158088     0.00041992     0.00461123    0.000127739     0.00461123    0.000127739      0.0687107      0.0018274      0.0174772    0.000457665     -0.0174772    0.000457665      0.0310085    100000         0
