        xB    <dsig|+1,0>         err[1]    <dsig|+2,0>         err[2]      <ALL|0,0>         err[3]     <ALL|+1,0>         err[4]   <dsig|0,+1>          err[5]   <dsig|+1,-1>         err[6]   <dsig|+1,+1>         err[7]  <dsig|+2,+1>          err[8]  <dsig|+2,-1>          err[9]     <ALL|0,+1>        err[10]    <ALL|+1,-1>        err[11]    <ALL|+1,+1>        err[12]           AUzi        err[13]        AUcfqzi        err[14]       AUc2fqzi        err[15]           ALzi        err[16]        ALcfqzi        err[17]       BUcf12zi        err[18]    BUcfqmf12zi        err[19]    BUcfqpf12zi        err[20]   BUc2fqmf12zi        err[21]   BUc2fqpf12zi        err[22]       BLcf12zi        err[23]    BLcfqmf12zi        err[24]    BLcfqpf12zi        err[25]        time[s]     neval      fail
     0.608      -0.131988    2.16364e-05      0.0461826    9.53049e-06       0.592556    0.000100668      -0.129183    1.97948e-05       0.046505    1.54802e-05      0.0292585     4.9182e-06     -0.0292585     4.9182e-06      0.0213333    4.93738e-06      0.0213333    4.93738e-06      0.0459837    1.08166e-05      0.0279744    4.04145e-06     -0.0279744    4.04145e-06    3.70377e-05    3.38686e-09   -2.44426e-06    3.32548e-10     1.7105e-06     3.1644e-10    2.19469e-05    3.14232e-09   -2.39232e-06    2.94146e-10    1.72244e-06    5.51293e-10    1.08367e-06    1.52847e-10   -1.08367e-06    1.52847e-10    7.90137e-07     1.6799e-10    7.90137e-07     1.6799e-10    1.70313e-06    3.69109e-10    1.03611e-06    1.15884e-10   -1.03611e-06    1.15884e-10        3.01153  10000000         1
     0.609      -0.131874     2.1117e-05      0.0459747     9.2538e-06       0.594429    9.98754e-05      -0.129092    1.94818e-05       0.046644     1.5509e-05      0.0292309    4.80218e-06     -0.0292309    4.80218e-06      0.0212352    4.79783e-06      0.0212352    4.79783e-06      0.0461251    1.08164e-05      0.0279558    3.98566e-06     -0.0279558    3.98566e-06    3.66252e-05     3.3359e-09   -2.41495e-06    3.18059e-10    1.68384e-06    3.02237e-10    2.17711e-05    3.07385e-09   -2.36401e-06     2.8446e-10    1.70835e-06    5.46293e-10    1.07059e-06    1.46375e-10   -1.07059e-06    1.46375e-10    7.77745e-07     1.6081e-10    7.77745e-07     1.6081e-10    1.68934e-06    3.65049e-10    1.02389e-06    1.12303e-10   -1.02389e-06    1.12303e-10        2.79362  10000000         1
      0.61      -0.131757    2.09072e-05      0.0457666    9.16288e-06       0.596307    9.94707e-05      -0.128999    1.92922e-05      0.0467839    1.55947e-05      0.0292028     4.7538e-06     -0.0292028     4.7538e-06       0.021137    4.75492e-06       0.021137    4.75492e-06      0.0462671    1.08943e-05      0.0279368    3.94412e-06     -0.0279368    3.94412e-06    3.62166e-05    3.26807e-09    -2.3859e-06    3.11418e-10    1.65751e-06    2.96231e-10    2.15962e-05    3.02989e-09   -2.33595e-06    2.78592e-10    1.69436e-06    5.43698e-10    1.05763e-06    1.43294e-10   -1.05763e-06    1.43294e-10    7.65512e-07    1.57746e-10    7.65512e-07    1.57746e-10    1.67564e-06    3.64434e-10    1.01178e-06    1.09857e-10   -1.01178e-06    1.09857e-10         2.6895  10000000         1
     0.611      -0.131639    2.06937e-05      0.0455592    9.07062e-06       0.598182    9.89419e-05      -0.128905    1.91037e-05      0.0469226    1.52809e-05      0.0291747    4.70927e-06     -0.0291747    4.70927e-06      0.0210391    4.71135e-06      0.0210391    4.71135e-06      0.0464082    1.06488e-05      0.0279177    3.90005e-06     -0.0279177    3.90005e-06    3.58121e-05    3.18355e-09   -2.35714e-06    3.05605e-10    1.63157e-06     2.9066e-10    2.14221e-05    2.98808e-09   -2.30818e-06      2.737e-10     1.6804e-06     5.2646e-10    1.04481e-06    1.40769e-10   -1.04481e-06    1.40769e-10    7.53455e-07    1.54859e-10    7.53455e-07    1.54859e-10    1.66198e-06    3.51575e-10    9.99793e-07    1.07742e-10   -9.99793e-07    1.07742e-10        2.66098  10000000         1
     0.612      -0.131519    2.12045e-05      0.0453513    9.19356e-06       0.600056    0.000101315      -0.128808    1.95643e-05      0.0470631    1.56866e-05      0.0291457    4.81694e-06     -0.0291457    4.81694e-06       0.020941    4.75698e-06       0.020941    4.75698e-06      0.0465508    1.10381e-05      0.0278979    4.00885e-06     -0.0278979    4.00885e-06    3.54123e-05     3.2781e-09    -2.3287e-06      3.074e-10      1.606e-06     2.8964e-10    2.12494e-05     3.0005e-09    -2.2807e-06    2.74638e-10    1.66661e-06    5.33644e-10    1.03212e-06    1.41311e-10   -1.03212e-06    1.41311e-10    7.41568e-07    1.53834e-10    7.41568e-07    1.53834e-10    1.64847e-06    3.59868e-10    9.87931e-07    1.08581e-10   -9.87931e-07    1.08581e-10        2.66026  10000000         1
     0.613      -0.131397    2.54421e-05      0.0451441    1.05976e-05       0.601927    0.000113172      -0.128711    2.27646e-05       0.047202     1.5959e-05      0.0291166    5.74589e-06     -0.0291166    5.74589e-06      0.0208431    5.36965e-06      0.0208431    5.36965e-06       0.046692    1.15767e-05       0.027878    4.71097e-06      -0.027878    4.71097e-06    3.50165e-05    3.81748e-09   -2.30054e-06     3.6813e-10    1.58079e-06    3.28648e-10    2.10774e-05     3.2287e-09    -2.2535e-06    3.13848e-10    1.65285e-06     5.2898e-10    1.01956e-06    1.67711e-10   -1.01956e-06    1.67711e-10    7.29851e-07    1.70361e-10    7.29851e-07    1.70361e-10    1.63499e-06    3.64085e-10    9.76189e-07    1.26041e-10   -9.76189e-07    1.26041e-10        2.74761  10000000         1
     0.614      -0.131274     2.4601e-05       0.044937     1.0293e-05       0.603796    0.000111858      -0.128611    2.21976e-05      0.0473421    1.58519e-05      0.0290872    5.56189e-06     -0.0290872    5.56189e-06      0.0207452    5.23668e-06      0.0207452    5.23668e-06      0.0468343    1.14734e-05      0.0278576    4.58476e-06     -0.0278576    4.58476e-06    3.46251e-05    3.69467e-09   -2.27269e-06    3.50123e-10    1.55595e-06    3.15361e-10    2.09065e-05    3.16613e-09   -2.22658e-06    3.02054e-10    1.63923e-06    5.20259e-10    1.00715e-06    1.59807e-10   -1.00715e-06    1.59807e-10    7.18305e-07    1.64324e-10    7.18305e-07    1.64324e-10    1.62164e-06    3.57605e-10    9.64573e-07    1.20861e-10   -9.64573e-07    1.20861e-10        2.66772  10000000         1
     0.615      -0.131151    2.59226e-05      0.0447308    1.07045e-05       0.605664    0.000116743      -0.128511    2.31668e-05      0.0474818    1.65737e-05      0.0290578    5.86012e-06     -0.0290578    5.86012e-06      0.0206477     5.4052e-06      0.0206477     5.4052e-06      0.0469764    1.21102e-05      0.0278372    4.80526e-06     -0.0278372    4.80526e-06    3.42378e-05    3.87375e-09   -2.24516e-06     3.6387e-10    1.53148e-06    3.22952e-10    2.07366e-05    3.23598e-09   -2.19997e-06    3.08753e-10    1.62567e-06    5.36809e-10    9.94875e-07    1.66088e-10   -9.94875e-07    1.66088e-10    7.06933e-07    1.66885e-10    7.06933e-07    1.66885e-10    1.60837e-06    3.72559e-10    9.53085e-07    1.24254e-10   -9.53085e-07    1.24254e-10        2.66381  10000000         1
     0.616      -0.131025    2.01514e-05      0.0445241    8.76473e-06       0.607532    9.91642e-05      -0.128408    1.87475e-05      0.0476221    1.51629e-05      0.0290279    4.57039e-06     -0.0290279    4.57039e-06      0.0205499    4.55938e-06      0.0205499    4.55938e-06      0.0471187    1.06584e-05      0.0278162    3.82155e-06     -0.0278162    3.82155e-06    3.38545e-05    2.97494e-09    -2.2179e-06    2.79947e-10    1.50734e-06    2.65521e-10    2.05677e-05    2.82912e-09    -2.1736e-06    2.53427e-10    1.61222e-06    4.93396e-10    9.82727e-07    1.28388e-10   -9.82727e-07    1.28388e-10    6.95709e-07    1.41733e-10    6.95709e-07    1.41733e-10    1.59518e-06    3.32494e-10    9.41706e-07    9.94515e-11   -9.41706e-07    9.94515e-11        2.65343  10000000         1
     0.617      -0.130898    2.06765e-05      0.0443181    8.87712e-06       0.609395    0.000101856      -0.128304    1.91978e-05      0.0477621     1.5519e-05      0.0289978    4.69844e-06     -0.0289978    4.69844e-06      0.0204524    4.59919e-06      0.0204524    4.59919e-06       0.047261    1.09918e-05       0.027795    3.93069e-06      -0.027795    3.93069e-06    3.34756e-05    3.06765e-09   -2.19095e-06    2.81888e-10    1.48358e-06    2.64245e-10    2.03999e-05    2.85155e-09   -2.14753e-06    2.54016e-10    1.59887e-06    4.98418e-10    9.70722e-07    1.29711e-10   -9.70722e-07    1.29711e-10    6.84659e-07    1.40597e-10    6.84659e-07    1.40597e-10    1.58209e-06    3.38192e-10    9.30454e-07    1.00219e-10   -9.30454e-07    1.00219e-10        2.63868  10000000         1
     0.618       -0.13077    2.06549e-05      0.0441126    8.84495e-06       0.611257    0.000102141      -0.128199    1.91662e-05      0.0479014    1.57343e-05      0.0289674    4.69249e-06     -0.0289674    4.69249e-06      0.0203551    4.58069e-06      0.0203551    4.58069e-06      0.0474028    1.11863e-05      0.0277735    3.92606e-06     -0.0277735    3.92606e-06    3.31005e-05    3.04186e-09   -2.16427e-06    2.78027e-10    1.46015e-06    2.60212e-10    2.02329e-05    2.82371e-09   -2.12173e-06    2.50203e-10    1.58556e-06    5.00015e-10    9.58836e-07    1.27911e-10   -9.58836e-07    1.27911e-10    6.73765e-07    1.38404e-10    6.73765e-07    1.38404e-10    1.56905e-06    3.41042e-10    9.19315e-07     9.8746e-11   -9.19315e-07     9.8746e-11        2.63069  10000000         1
     0.619       -0.13064    2.04685e-05      0.0439074    8.76669e-06       0.613115    0.000101462      -0.128093    1.89934e-05      0.0480407    1.54197e-05       0.028937    4.64762e-06      -0.028937    4.64762e-06       0.020258    4.54321e-06       0.020258    4.54321e-06      0.0475443    1.09467e-05      0.0277517    3.88452e-06     -0.0277517    3.88452e-06    3.27293e-05    2.96218e-09   -2.13788e-06    2.73423e-10    1.43706e-06    2.55756e-10    2.00668e-05    2.78015e-09   -2.09619e-06    2.46205e-10    1.57234e-06    4.84197e-10    9.47086e-07    1.25663e-10   -9.47086e-07    1.25663e-10    6.63028e-07     1.3605e-10    6.63028e-07     1.3605e-10    1.55609e-06    3.29434e-10    9.08294e-07    9.69853e-11   -9.08294e-07    9.69853e-11        2.62881  10000000         1
      0.62      -0.130509    2.09145e-05      0.0437023     8.8642e-06       0.614973    0.000103766      -0.127984     1.9402e-05      0.0481803    1.58316e-05      0.0289058    4.74285e-06     -0.0289058    4.74285e-06      0.0201608    4.57838e-06      0.0201608    4.57838e-06      0.0476865    1.13377e-05      0.0277294    3.98165e-06     -0.0277294    3.98165e-06    3.23622e-05    3.03798e-09   -2.11177e-06    2.74278e-10     1.4143e-06    2.54292e-10    1.99019e-05    2.79042e-09   -2.07092e-06    2.46513e-10    1.55922e-06    4.90994e-10    9.35455e-07    1.25886e-10   -9.35455e-07    1.25886e-10    6.52447e-07    1.34915e-10    6.52447e-07    1.34915e-10    1.54324e-06    3.37103e-10    8.97386e-07    9.75039e-11   -8.97386e-07    9.75039e-11        2.67869  10000000         1
     0.621      -0.130375    2.34155e-05      0.0434974       9.69e-06       0.616827    0.000109584      -0.127873    2.12281e-05      0.0483192    1.56282e-05      0.0288743      5.285e-06     -0.0288743      5.285e-06      0.0200637    4.93256e-06      0.0200637    4.93256e-06       0.047828    1.13648e-05      0.0277068    4.38063e-06     -0.0277068    4.38063e-06    3.19989e-05     3.2761e-09   -2.08593e-06    3.07805e-10    1.39187e-06    2.75384e-10    1.97378e-05    2.86573e-09   -2.04591e-06    2.67356e-10    1.54616e-06    4.74372e-10    9.23948e-07    1.40184e-10   -9.23948e-07    1.40184e-10    6.42017e-07    1.43499e-10    6.42017e-07    1.43499e-10    1.53045e-06    3.28175e-10     8.8659e-07    1.06817e-10    -8.8659e-07    1.06817e-10        2.75433  10000000         1
     0.622      -0.130242     2.4445e-05      0.0432935    1.00276e-05       0.618678    0.000114256      -0.127763     2.2093e-05      0.0484574    1.55851e-05      0.0288431    5.50647e-06     -0.0288431    5.50647e-06       0.019967    5.08653e-06       0.019967    5.08653e-06       0.047969    1.14637e-05      0.0276843    4.56135e-06     -0.0276843    4.56135e-06    3.16392e-05    3.39895e-09   -2.06038e-06    3.17099e-10    1.36977e-06    2.81075e-10    1.95745e-05    2.94041e-09   -2.02117e-06    2.73874e-10    1.53316e-06     4.6478e-10    9.12574e-07     1.4402e-10   -9.12574e-07     1.4402e-10     6.3174e-07    1.45924e-10     6.3174e-07    1.45924e-10     1.5177e-06    3.23991e-10     8.7591e-07    1.09422e-10    -8.7591e-07    1.09422e-10        2.65061  10000000         1
     0.623      -0.130105    2.26077e-05       0.043089    9.34233e-06        0.62053    0.000109976      -0.127649    2.07821e-05      0.0485992    1.59048e-05       0.028811    5.10482e-06      -0.028811    5.10482e-06        0.01987    4.77243e-06        0.01987    4.77243e-06      0.0481126    1.15441e-05      0.0276609    4.28659e-06     -0.0276609    4.28659e-06     3.1284e-05    3.17872e-09    -2.0351e-06     2.8687e-10      1.348e-06    2.58183e-10    1.94127e-05    2.81891e-09   -1.99669e-06    2.53993e-10    1.52038e-06    4.72975e-10    9.01323e-07     1.3083e-10   -9.01323e-07     1.3083e-10    6.21612e-07    1.35282e-10    6.21612e-07    1.35282e-10    1.50515e-06    3.27162e-10    8.65344e-07    1.01253e-10   -8.65344e-07    1.01253e-10         2.6421  10000000         1
     0.624      -0.129968    1.95995e-05      0.0428852    8.37709e-06        0.62238    0.000100508      -0.127534    1.83674e-05      0.0487389      1.501e-05      0.0287789    4.43508e-06     -0.0287789    4.43508e-06      0.0197733    4.35696e-06      0.0197733    4.35696e-06      0.0482547    1.06928e-05      0.0276375    3.74217e-06     -0.0276375    3.74217e-06    3.09322e-05    2.70932e-09    -2.0101e-06    2.46755e-10    1.32653e-06    2.31612e-10    1.92516e-05    2.61193e-09   -1.97246e-06    2.25496e-10     1.5076e-06    4.45118e-10    8.90196e-07    1.12875e-10   -8.90196e-07    1.12875e-10    6.11631e-07    1.23665e-10    6.11631e-07    1.23665e-10    1.49263e-06    3.03816e-10    8.54888e-07    8.82727e-11   -8.54888e-07    8.82727e-11        2.65235  10000000         1
     0.625      -0.129829    2.01766e-05      0.0426818    8.49742e-06       0.624226    0.000103186      -0.127418    1.88547e-05      0.0488785    1.52984e-05      0.0287465    4.57101e-06     -0.0287465    4.57101e-06      0.0196767    4.40001e-06      0.0196767    4.40001e-06      0.0483968     1.0987e-05      0.0276137    3.85953e-06     -0.0276137    3.85953e-06    3.05842e-05    2.79568e-09   -1.98536e-06    2.49526e-10    1.30539e-06    2.30874e-10    1.90914e-05    2.62945e-09   -1.94849e-06    2.26736e-10    1.49491e-06    4.47491e-10    8.79188e-07    1.14392e-10   -8.79188e-07    1.14392e-10    6.01795e-07    1.22814e-10    6.01795e-07    1.22814e-10    1.48017e-06    3.07584e-10    8.44541e-07    8.92966e-11   -8.44541e-07    8.92966e-11        2.67284  10000000         1
     0.626      -0.129689    2.04094e-05      0.0424787    8.53223e-06       0.626069    0.000104858      -0.127301    1.90379e-05      0.0490182    1.58765e-05      0.0287139    4.63257e-06     -0.0287139    4.63257e-06      0.0195802    4.40896e-06      0.0195802    4.40896e-06      0.0485389    1.14819e-05      0.0275896    3.90766e-06     -0.0275896    3.90766e-06    3.02398e-05    2.82952e-09   -1.96089e-06    2.48117e-10    1.28455e-06    2.28306e-10    1.89322e-05     2.6299e-09   -1.92477e-06    2.24549e-10     1.4823e-06     4.5963e-10    8.68301e-07    1.14121e-10   -8.68301e-07    1.14121e-10    5.92101e-07     1.2127e-10    5.92101e-07     1.2127e-10     1.4678e-06    3.18891e-10    8.34303e-07    8.87083e-11   -8.34303e-07    8.87083e-11        2.63952  10000000         1
     0.627      -0.129549    2.02155e-05      0.0422763    8.45621e-06        0.62791    0.000103949      -0.127182    1.88515e-05      0.0491564    1.55338e-05      0.0286812    4.58211e-06     -0.0286812    4.58211e-06      0.0194841    4.37261e-06      0.0194841    4.37261e-06        0.04868    1.12205e-05      0.0275654    3.86225e-06     -0.0275654    3.86225e-06    2.98988e-05    2.74988e-09   -1.93667e-06    2.44139e-10    1.26401e-06    2.24518e-10    1.87738e-05    2.58417e-09    -1.9013e-06    2.21004e-10    1.46972e-06    4.44335e-10    8.57533e-07     1.1202e-10   -8.57533e-07     1.1202e-10    5.82551e-07    1.19253e-10    5.82551e-07    1.19253e-10    1.45547e-06    3.07615e-10    8.24173e-07    8.71148e-11   -8.24173e-07    8.71148e-11        2.66917  10000000         1
     0.628      -0.129404    2.32474e-05      0.0420733    9.44578e-06       0.629748     0.00011446       -0.12706    2.12748e-05      0.0492959    1.59223e-05      0.0286475    5.24328e-06     -0.0286475    5.24328e-06      0.0193876    4.81685e-06      0.0193876    4.81685e-06      0.0488221     1.1769e-05      0.0275403    4.38432e-06     -0.0275403    4.38432e-06     2.9562e-05    3.10189e-09   -1.91272e-06    2.78916e-10    1.24377e-06    2.46862e-10    1.86166e-05    2.76285e-09   -1.87807e-06    2.45057e-10    1.45729e-06    4.45164e-10    8.46876e-07    1.27001e-10   -8.46876e-07    1.27001e-10    5.73137e-07    1.29073e-10    5.73137e-07    1.29073e-10    1.44328e-06    3.13227e-10    8.14146e-07    9.74719e-11   -8.14146e-07    9.74719e-11        2.62537  10000000         1
     0.629       -0.12926    2.37495e-05      0.0418714    9.55606e-06       0.631584     0.00011584      -0.126938    2.16318e-05      0.0494349    1.58943e-05      0.0286139    5.35228e-06     -0.0286139    5.35228e-06      0.0192917    4.85192e-06      0.0192917    4.85192e-06      0.0489638    1.18018e-05      0.0275153    4.47035e-06     -0.0275153    4.47035e-06    2.92284e-05    3.13751e-09   -1.88903e-06    2.81685e-10    1.22383e-06    2.46485e-10    1.84602e-05    2.74538e-09    -1.8551e-06    2.45529e-10     1.4449e-06    4.37909e-10     8.3634e-07    1.28114e-10    -8.3634e-07    1.28114e-10    5.63865e-07    1.28248e-10    5.63865e-07    1.28248e-10    1.43114e-06    3.08851e-10    8.04229e-07    9.80793e-11   -8.04229e-07    9.80793e-11        2.66457  10000000         1
      0.63      -0.129115    2.33225e-05      0.0416694    9.31656e-06       0.633421    0.000115238      -0.126815    2.13094e-05       0.049576     1.6491e-05      0.0285803    5.26013e-06     -0.0285803    5.26013e-06      0.0191955    4.72129e-06      0.0191955    4.72129e-06      0.0491068    1.22408e-05        0.02749      4.419e-06       -0.02749      4.419e-06    2.88982e-05     3.1036e-09   -1.86559e-06    2.70956e-10    1.20417e-06    2.36137e-10    1.83047e-05    2.68801e-09   -1.83236e-06    2.36805e-10    1.43266e-06    4.51038e-10    8.25919e-07    1.23444e-10   -8.25919e-07    1.23444e-10    5.54716e-07    1.22743e-10    5.54716e-07    1.22743e-10     1.4191e-06    3.19219e-10    7.94411e-07    9.50179e-11   -7.94411e-07    9.50179e-11        2.65754  10000000         1
     0.631      -0.128968    2.20141e-05      0.0414683    8.91215e-06       0.635251    0.000111916      -0.126689    2.04087e-05      0.0497149    1.59617e-05      0.0285462    4.96684e-06     -0.0285462    4.96684e-06      0.0190999    4.55347e-06      0.0190999    4.55347e-06      0.0492486     1.1755e-05      0.0274644    4.21017e-06     -0.0274644    4.21017e-06    2.85718e-05     2.9057e-09   -1.84242e-06    2.52582e-10    1.18483e-06    2.24323e-10    1.81503e-05    2.61107e-09   -1.80988e-06    2.26114e-10    1.42045e-06    4.32573e-10    8.15619e-07    1.15147e-10   -8.15619e-07    1.15147e-10    5.45719e-07     1.1767e-10    5.45719e-07     1.1767e-10    1.40712e-06    3.03851e-10    7.84708e-07    9.00093e-11   -7.84708e-07    9.00093e-11        2.65554  10000000         1
     0.632      -0.128819    1.93629e-05      0.0412671    8.07711e-06       0.637081     0.00010272      -0.126562    1.82404e-05      0.0498545    1.49736e-05      0.0285119    4.36625e-06     -0.0285119    4.36625e-06      0.0190041    4.19084e-06      0.0190041    4.19084e-06      0.0493907    1.08636e-05      0.0274384    3.72199e-06     -0.0274384    3.72199e-06    2.82488e-05    2.51226e-09   -1.81948e-06    2.20483e-10    1.16574e-06    2.03255e-10    1.79967e-05    2.42037e-09   -1.78762e-06    2.02735e-10    1.40833e-06    4.04017e-10    8.05425e-07    1.00411e-10   -8.05425e-07    1.00411e-10    5.36843e-07    1.08332e-10    5.36843e-07    1.08332e-10    1.39523e-06    2.80678e-10    7.75099e-07    7.93919e-11   -7.75099e-07    7.93919e-11        2.69015  10000000         1
     0.633      -0.128669    1.97694e-05      0.0410664    8.14458e-06       0.638907    0.000105822      -0.126434    1.85856e-05      0.0499937    1.57017e-05      0.0284773    4.48449e-06     -0.0284773    4.48449e-06      0.0189086    4.21235e-06      0.0189086    4.21235e-06      0.0495326     1.1476e-05      0.0274121    3.81131e-06     -0.0274121    3.81131e-06    2.79291e-05    2.59131e-09    -1.7968e-06    2.20051e-10    1.14695e-06    2.01044e-10    1.78441e-05    2.44827e-09    -1.7656e-06     2.0131e-10    1.39628e-06    4.18962e-10    7.95346e-07    1.01201e-10   -7.95346e-07    1.01201e-10      5.281e-07    1.06958e-10      5.281e-07    1.06958e-10     1.3834e-06    2.93691e-10    7.65595e-07    7.92788e-11   -7.65595e-07    7.92788e-11        2.67664  10000000         1
     0.634      -0.128517    2.01625e-05       0.040866    8.22276e-06       0.640731    0.000107582      -0.126304    1.88994e-05      0.0501331    1.60181e-05      0.0284423    4.57229e-06     -0.0284423    4.57229e-06      0.0188131    4.23896e-06      0.0188131    4.23896e-06      0.0496746    1.17778e-05      0.0273855    3.88711e-06     -0.0273855    3.88711e-06    2.76129e-05    2.62867e-09   -1.77437e-06    2.21267e-10    1.12843e-06    2.00034e-10    1.76924e-05    2.44704e-09   -1.74381e-06    2.01316e-10    1.38432e-06    4.22217e-10    7.85375e-07    1.01736e-10   -7.85375e-07    1.01736e-10    5.19485e-07    1.06089e-10    5.19485e-07    1.06089e-10    1.37166e-06    2.97854e-10    7.56191e-07    7.96143e-11   -7.56191e-07    7.96143e-11        2.65519  10000000         1
     0.635      -0.128365    1.99557e-05      0.0406663    8.14646e-06       0.642552    0.000106549      -0.126174    1.86992e-05      0.0502712    1.56758e-05      0.0284074    4.51858e-06     -0.0284074    4.51858e-06       0.018718    4.20267e-06       0.018718    4.20267e-06      0.0498157    1.15116e-05      0.0273587    3.83842e-06     -0.0273587    3.83842e-06    2.72997e-05    2.55307e-09   -1.75217e-06    2.17592e-10    1.11018e-06    1.96674e-10    1.75415e-05    2.40202e-09   -1.72226e-06    1.98005e-10    1.37239e-06    4.08245e-10    7.75513e-07    9.97829e-11   -7.75513e-07    9.97829e-11    5.10995e-07    1.04305e-10    5.10995e-07    1.04305e-10    1.35995e-06    2.87379e-10    7.46885e-07     7.8113e-11   -7.46885e-07     7.8113e-11        2.65428  10000000         1
     0.636      -0.128211    1.96513e-05      0.0404665      8.025e-06       0.644371     0.00010627      -0.126041    1.84508e-05      0.0504105    1.56503e-05      0.0283719    4.46104e-06     -0.0283719    4.46104e-06      0.0186228    4.14678e-06      0.0186228    4.14678e-06      0.0499577    1.14848e-05      0.0273314    3.78479e-06     -0.0273314    3.78479e-06    2.69901e-05    2.49841e-09   -1.73021e-06    2.11369e-10     1.0922e-06    1.91552e-10    1.73916e-05    2.37383e-09   -1.70093e-06    1.92893e-10    1.36058e-06    4.03189e-10     7.6576e-07    9.73265e-11    -7.6576e-07    9.73265e-11    5.02631e-07    1.01793e-10    5.02631e-07    1.01793e-10    1.34836e-06    2.83736e-10    7.37678e-07    7.59745e-11   -7.37678e-07    7.59745e-11        2.63951  10000000         1
     0.637      -0.128055    2.08148e-05      0.0402671    8.38053e-06       0.646186    0.000109324      -0.125907    1.94391e-05      0.0505491    1.51978e-05      0.0283361    4.68917e-06     -0.0283361    4.68917e-06      0.0185278    4.29595e-06      0.0185278    4.29595e-06      0.0500991     1.1261e-05      0.0273039    3.99626e-06     -0.0273039    3.99626e-06    2.66837e-05    2.59285e-09   -1.70849e-06    2.22623e-10    1.07448e-06    1.97754e-10    1.72426e-05    2.38803e-09   -1.67983e-06    2.01545e-10    1.34884e-06     3.8377e-10    7.56111e-07    1.01282e-10   -7.56111e-07    1.01282e-10    4.94389e-07     1.0408e-10    4.94389e-07     1.0408e-10    1.33683e-06    2.70958e-10    7.28568e-07    7.97439e-11   -7.28568e-07    7.97439e-11        2.64846  10000000         1
     0.638      -0.127897    2.41457e-05      0.0400679    9.34011e-06       0.648001    0.000122704       -0.12577    2.20564e-05      0.0506894    1.68981e-05      0.0282999    5.44553e-06     -0.0282999    5.44553e-06      0.0184328    4.70818e-06      0.0184328    4.70818e-06      0.0502419    1.28699e-05      0.0272759    4.58836e-06     -0.0272759    4.58836e-06    2.63807e-05    3.00423e-09   -1.68701e-06    2.54022e-10    1.05702e-06    2.14995e-10    1.70947e-05    2.58622e-09   -1.65896e-06    2.21246e-10    1.33723e-06    4.18967e-10    7.46572e-07    1.15798e-10   -7.46572e-07    1.15798e-10     4.8627e-07    1.11178e-10     4.8627e-07    1.11178e-10    1.32542e-06    3.04121e-10    7.19557e-07    8.90905e-11   -7.19557e-07    8.90905e-11         2.6402  10000000         1
     0.639      -0.127738    2.14042e-05      0.0398691    8.45854e-06       0.649812    0.000113372      -0.125633    1.99397e-05      0.0508292    1.60423e-05      0.0282635    4.82586e-06     -0.0282635    4.82586e-06       0.018338    4.31557e-06       0.018338    4.31557e-06      0.0503842    1.20034e-05      0.0272476    4.12081e-06     -0.0272476    4.12081e-06    2.60808e-05    2.65539e-09   -1.66576e-06    2.21685e-10    1.03982e-06    1.93543e-10    1.69477e-05    2.40116e-09    -1.6383e-06    1.99471e-10    1.32567e-06    3.96028e-10    7.37136e-07    1.01038e-10   -7.37136e-07    1.01038e-10    4.78269e-07    1.01475e-10    4.78269e-07    1.01475e-10    1.31406e-06    2.83029e-10    7.10641e-07    7.94715e-11   -7.10641e-07    7.94715e-11        2.64803  10000000         1
      0.64      -0.127579     1.9231e-05      0.0396709    7.79841e-06        0.65162    0.000106199      -0.125494    1.81801e-05      0.0509681    1.53277e-05       0.028227    4.34699e-06      -0.028227    4.34699e-06      0.0182434    4.03308e-06      0.0182434    4.03308e-06       0.050526    1.13295e-05      0.0272191    3.72322e-06     -0.0272191    3.72322e-06    2.57842e-05    2.36538e-09   -1.64476e-06    1.96727e-10    1.02288e-06    1.77838e-10    1.68015e-05    2.26325e-09   -1.61788e-06    1.81398e-10    1.31417e-06    3.76375e-10    7.27811e-07    9.00271e-11   -7.27811e-07    9.00271e-11    4.70391e-07    9.46138e-11    4.70391e-07    9.46138e-11    1.30277e-06    2.66555e-10    7.01824e-07    7.12096e-11   -7.01824e-07    7.12096e-11        2.64364  10000000         1
     0.641      -0.127418    1.89416e-05      0.0394729    7.69925e-06       0.653426    0.000105088      -0.125354     1.7941e-05      0.0511071    1.50444e-05      0.0281902    4.26767e-06     -0.0281902    4.26767e-06      0.0181489    3.98731e-06      0.0181489    3.98731e-06      0.0506678    1.11082e-05      0.0271903    3.66639e-06     -0.0271903    3.66639e-06    2.54906e-05    2.29367e-09   -1.62398e-06    1.92169e-10    1.00619e-06    1.74127e-10    1.66562e-05    2.22025e-09   -1.59767e-06     1.7782e-10    1.30275e-06    3.65136e-10    7.18585e-07    8.74843e-11   -7.18585e-07    8.74843e-11    4.62626e-07    9.27233e-11    4.62626e-07    9.27233e-11    1.29155e-06    2.58207e-10    6.93098e-07    6.96061e-11   -6.93098e-07    6.96061e-11        2.64081  10000000         1
