        xB    <dsig|+1,0>         err[1]    <dsig|+2,0>         err[2]      <ALL|0,0>         err[3]     <ALL|+1,0>         err[4]   <dsig|0,+1>          err[5]   <dsig|+1,-1>         err[6]   <dsig|+1,+1>         err[7]  <dsig|+2,+1>          err[8]  <dsig|+2,-1>          err[9]     <ALL|0,+1>        err[10]    <ALL|+1,-1>        err[11]    <ALL|+1,+1>        err[12]           AUzi        err[13]        AUcfqzi        err[14]       AUc2fqzi        err[15]           ALzi        err[16]        ALcfqzi        err[17]       BUcf12zi        err[18]    BUcfqmf12zi        err[19]    BUcfqpf12zi        err[20]   BUc2fqmf12zi        err[21]   BUc2fqpf12zi        err[22]       BLcf12zi        err[23]    BLcfqmf12zi        err[24]    BLcfqpf12zi        err[25]        time[s]     neval      fail
     0.874     -0.0582402    9.40542e-06     0.00576196    1.20236e-06       0.957255    0.000177225     -0.0584763    9.38991e-06      0.0866909    2.10652e-05      0.0133641    2.16274e-06     -0.0133641    2.16274e-06     0.00220644    5.06099e-07     0.00220644    5.06099e-07      0.0867584     2.0554e-05      0.0133481    2.09989e-06     -0.0133481    2.09989e-06    7.73691e-07    9.94108e-11   -2.25299e-08    2.20411e-12    4.45798e-09    7.32985e-13     7.4062e-07    9.87193e-11   -2.26213e-08    2.17863e-12     6.7072e-08     1.3833e-11    1.03396e-08     1.0173e-12   -1.03396e-08     1.0173e-12     1.7071e-09    3.24362e-13     1.7071e-09    3.24362e-13    6.71242e-08    1.33605e-11    1.03273e-08    9.37422e-13   -1.03273e-08    9.37422e-13        1.89559  10000000         1
     0.875     -0.0578377    9.74947e-06     0.00567922    1.21912e-06       0.957942    0.000184281     -0.0580749    9.72772e-06      0.0869094    2.24814e-05      0.0132792    2.24661e-06     -0.0132792    2.24661e-06      0.0021705    5.09937e-07      0.0021705    5.09937e-07      0.0869774    2.19536e-05      0.0132644    2.18422e-06     -0.0132644    2.18422e-06    7.55466e-07    1.01027e-10   -2.18472e-08      2.242e-12    4.29046e-09    7.20453e-13    7.23693e-07    1.00078e-10   -2.19368e-08    2.21268e-12    6.56571e-08    1.45383e-11     1.0032e-08    1.03963e-12    -1.0032e-08    1.03963e-12    1.63974e-09    3.16743e-13    1.63974e-09    3.16743e-13    6.57085e-08    1.40661e-11    1.00208e-08    9.62845e-13   -1.00208e-08    9.62845e-13        1.90281  10000000         1
     0.876      -0.057433    1.30636e-05     0.00559694    1.53741e-06       0.958623    0.000243616     -0.0576711    1.29869e-05      0.0871335     3.0302e-05      0.0131941    3.07777e-06     -0.0131941    3.07777e-06     0.00213479    6.27554e-07     0.00213479    6.27554e-07      0.0872018    2.97165e-05      0.0131805     2.9862e-06     -0.0131805     2.9862e-06    7.37561e-07    1.31167e-10   -2.11802e-08    3.00357e-12    4.12809e-09    8.64204e-13    7.07043e-07    1.28355e-10    -2.1268e-08    2.93802e-12    6.42663e-08    1.92062e-11    9.73145e-09    1.46902e-12   -9.73145e-09    1.46902e-12    1.57454e-09    3.68553e-13    1.57454e-09    3.68553e-13    6.43166e-08    1.86965e-11    9.72142e-09     1.3646e-12   -9.72142e-09     1.3646e-12        1.90131  10000000         1
     0.877     -0.0570272    9.89589e-06     0.00551519    1.22604e-06       0.959298    0.000192802     -0.0572665    9.89355e-06      0.0873591    2.35326e-05      0.0131085    2.28501e-06     -0.0131085    2.28501e-06     0.00209941    5.10498e-07     0.00209941    5.10498e-07      0.0874277    2.29946e-05      0.0130962    2.22165e-06     -0.0130962    2.22165e-06    7.19916e-07    1.00584e-10   -2.05274e-08    2.11262e-12    3.97048e-09    6.86536e-13    6.90614e-07    9.97779e-11   -2.06136e-08    2.09475e-12    6.28912e-08    1.44846e-11    9.43705e-09    9.83673e-13   -9.43705e-09    9.83673e-13     1.5114e-09    3.00794e-13     1.5114e-09    3.00794e-13    6.29406e-08    1.40253e-11    9.42816e-09    9.07135e-13   -9.42816e-09    9.07135e-13        1.89647  10000000         1
     0.878     -0.0566232    9.24468e-06     0.00543428    1.15826e-06       0.959966    0.000180872     -0.0568633    9.25524e-06      0.0875837    2.16356e-05      0.0130234    2.11046e-06     -0.0130234    2.11046e-06     0.00206441    4.85112e-07     0.00206441    4.85112e-07      0.0876527    2.11442e-05      0.0130122    2.05654e-06     -0.0130122    2.05654e-06    7.02584e-07    9.19106e-11   -1.98913e-08    1.94311e-12    3.81804e-09    6.42469e-13    6.74457e-07    9.14548e-11   -1.99756e-08    1.93449e-12    6.15349e-08    1.28944e-11    9.15006e-09    8.75119e-13   -9.15006e-09    8.75119e-13    1.45042e-09    2.83134e-13    1.45042e-09    2.83134e-13    6.15834e-08    1.24814e-11    9.14219e-09    8.10789e-13   -9.14219e-09    8.10789e-13         1.9049  10000000         1
     0.879     -0.0562182    9.04504e-06     0.00535386     1.1143e-06       0.960628    0.000177234      -0.056459       9.04e-06      0.0878097    2.12692e-05      0.0129381    2.07385e-06     -0.0129381    2.07385e-06     0.00202968      4.647e-07     0.00202968      4.647e-07      0.0878792    2.07916e-05      0.0129281    2.01928e-06     -0.0129281    2.01928e-06    6.85534e-07    8.78793e-11   -1.92697e-08    1.87355e-12    3.67025e-09    6.01798e-13    6.58543e-07    8.73816e-11   -1.93523e-08    1.85664e-12    6.01965e-08    1.23714e-11    8.86953e-09      8.535e-13   -8.86953e-09      8.535e-13    1.39141e-09    2.63952e-13    1.39141e-09    2.63952e-13    6.02442e-08    1.19798e-11    8.86262e-09    7.90886e-13   -8.86262e-09    7.90886e-13        1.90778  10000000         1
      0.88     -0.0558112    9.19034e-06     0.00527392    1.11101e-06       0.961286    0.000182009     -0.0560527    9.18032e-06      0.0880402    2.23698e-05      0.0128525    2.12416e-06     -0.0128525    2.12416e-06     0.00199522    4.60986e-07     0.00199522    4.60986e-07        0.08811    2.18825e-05      0.0128435    2.06712e-06     -0.0128435    2.06712e-06    6.68774e-07    8.80924e-11   -1.86625e-08    1.84419e-12    3.52706e-09    5.79846e-13    6.42883e-07    8.74383e-11   -1.87433e-08    1.82429e-12     5.8879e-08     1.2793e-11    8.59542e-09    8.58006e-13   -8.59542e-09    8.58006e-13    1.33435e-09    2.53285e-13    1.33435e-09    2.53285e-13    5.89257e-08    1.24065e-11    8.58942e-09    7.94366e-13   -8.58942e-09    7.94366e-13        1.90416  10000000         1
     0.881     -0.0554047    9.37227e-06     0.00519467     1.1139e-06       0.961937    0.000186184      -0.055647    9.34328e-06      0.0882706     2.2508e-05      0.0127669    2.18608e-06     -0.0127669    2.18608e-06     0.00196111    4.59162e-07     0.00196111    4.59162e-07      0.0883408    2.20329e-05       0.012759    2.12284e-06      -0.012759    2.12284e-06    6.52278e-07    8.78936e-11   -1.80697e-08    1.84788e-12    3.38837e-09    5.65197e-13    6.27451e-07    8.71791e-11   -1.81487e-08    1.81796e-12     5.7577e-08    1.24641e-11    8.32754e-09    8.79838e-13   -8.32754e-09    8.79838e-13    1.27919e-09    2.44929e-13    1.27919e-09    2.44929e-13    5.76228e-08    1.20935e-11    8.32242e-09    8.12234e-13   -8.32242e-09    8.12234e-13        1.90413  10000000         1
     0.882     -0.0549962    8.89223e-06     0.00511586    1.06727e-06       0.962584    0.000179086     -0.0552392    8.89399e-06      0.0885054     2.1642e-05      0.0126808    2.04377e-06     -0.0126808    2.04377e-06     0.00192725    4.42154e-07     0.00192725    4.42154e-07      0.0885759     2.1184e-05      0.0126741    1.99247e-06     -0.0126741    1.99247e-06    6.36076e-07    8.22963e-11   -1.74909e-08    1.69612e-12    3.25408e-09    5.32543e-13    6.12276e-07    8.18575e-11   -1.75681e-08    1.68364e-12    5.62962e-08    1.16812e-11    8.06596e-09    7.75185e-13   -8.06596e-09    7.75185e-13    1.22588e-09    2.32254e-13    1.22588e-09    2.32254e-13     5.6341e-08    1.13326e-11    8.06166e-09    7.19923e-13   -8.06166e-09    7.19923e-13        1.89838  10000000         1
     0.883     -0.0545875    9.49292e-06     0.00503767    1.10427e-06       0.963224     0.00019154      -0.054831    9.48585e-06       0.088742    2.35238e-05      0.0125947    2.20361e-06     -0.0125947    2.20361e-06     0.00189371    4.52828e-07     0.00189371    4.52828e-07      0.0888127    2.30509e-05      0.0125891    2.14924e-06     -0.0125891    2.14924e-06    6.20146e-07    8.59492e-11   -1.69261e-08    1.77793e-12    3.12409e-09    5.30558e-13     5.9734e-07    8.51791e-11   -1.70016e-08    1.76038e-12     5.5033e-08    1.24355e-11    7.81058e-09    8.34067e-13   -7.81058e-09    8.34067e-13    1.17438e-09    2.28841e-13    1.17438e-09    2.28841e-13    5.50769e-08    1.20862e-11    7.80706e-09    7.78272e-13   -7.80706e-09    7.78272e-13        1.89417  10000000         1
     0.884     -0.0541691    1.08813e-05     0.00495928    1.27267e-06       0.963868    0.000217814     -0.0544152    1.08943e-05      0.0889821    2.53185e-05      0.0125061    2.47496e-06     -0.0125061    2.47496e-06     0.00186022    5.21576e-07     0.00186022    5.21576e-07      0.0890527    2.48565e-05      0.0125018     2.4199e-06     -0.0125018     2.4199e-06     6.0439e-07    9.52176e-11   -1.63696e-08    2.04009e-12    2.99734e-09    6.07181e-13    5.82553e-07     9.4378e-11    -1.6444e-08    2.03155e-12    5.37799e-08    1.27425e-11    7.55855e-09    9.05286e-13   -7.55855e-09    9.05286e-13     1.1243e-09    2.60768e-13     1.1243e-09    2.60768e-13    5.38226e-08    1.24013e-11    7.55597e-09     8.4974e-13   -7.55597e-09     8.4974e-13         1.9057  10000000         1
     0.885     -0.0537682    8.72374e-06     0.00488307    1.01879e-06       0.964487    0.000180818     -0.0540128    8.73101e-06      0.0892203    2.22711e-05      0.0124222    2.01424e-06     -0.0124222    2.01424e-06     0.00182755    4.19251e-07     0.00182755    4.19251e-07      0.0892916    2.18241e-05      0.0124186    1.96516e-06     -0.0124186    1.96516e-06    5.89094e-07    7.68955e-11   -1.58372e-08     1.5261e-12    2.87658e-09    4.68193e-13    5.68173e-07    7.64578e-11   -1.59093e-08    1.51692e-12    5.25591e-08     1.1183e-11    7.31784e-09    7.03944e-13   -7.31784e-09    7.03944e-13     1.0766e-09    2.03099e-13     1.0766e-09    2.03099e-13    5.26011e-08    1.08694e-11    7.31573e-09    6.54435e-13   -7.31573e-09    6.54435e-13        1.90264  10000000         1
     0.886     -0.0533569    9.25022e-06     0.00480656    1.04951e-06       0.965111    0.000193927      -0.053602    9.23699e-06      0.0894632    2.43759e-05      0.0123356    2.17108e-06     -0.0123356    2.17108e-06     0.00179491    4.27002e-07     0.00179491    4.27002e-07      0.0895347    2.39127e-05      0.0123331    2.11491e-06     -0.0123331    2.11491e-06    5.73978e-07    8.04653e-11   -1.53128e-08    1.56179e-12    2.75886e-09    4.61843e-13    5.53952e-07    7.97441e-11   -1.53832e-08    1.54163e-12    5.13499e-08    1.19972e-11    7.08037e-09    7.53431e-13   -7.08037e-09    7.53431e-13    1.03024e-09    1.98014e-13    1.03024e-09    1.98014e-13    5.13909e-08    1.16825e-11     7.0789e-09    6.99112e-13    -7.0789e-09    6.99112e-13        1.90279  10000000         1
     0.887      -0.052946    8.83189e-06     0.00473075    1.00536e-06       0.965728     0.00018519     -0.0531915    8.82929e-06      0.0897072    2.29916e-05      0.0122491    2.05858e-06     -0.0122491    2.05858e-06     0.00176261    4.10436e-07     0.00176261    4.10436e-07       0.089779    2.25554e-05      0.0122475    2.00687e-06     -0.0122475    2.00687e-06    5.59113e-07    7.47583e-11   -1.48014e-08    1.47623e-12    2.64502e-09     4.3691e-13    5.39951e-07    7.42204e-11     -1.487e-08    1.46262e-12    5.01565e-08    1.09669e-11    6.84864e-09    6.97286e-13   -6.84864e-09    6.97286e-13    9.85496e-10    1.87877e-13    9.85496e-10    1.87877e-13    5.01966e-08    1.06767e-11    6.84776e-09     6.4861e-13   -6.84776e-09     6.4861e-13        1.90087  10000000         1
     0.888     -0.0525297    8.99666e-06     0.00465484    1.02109e-06       0.966344    0.000190832     -0.0527763    8.99188e-06      0.0899582    2.31669e-05      0.0121615    2.08957e-06     -0.0121615    2.08957e-06     0.00173036    4.17052e-07     0.00173036    4.17052e-07      0.0900299    2.27453e-05      0.0121611    2.03604e-06     -0.0121611    2.03604e-06     5.4447e-07    7.49407e-11   -1.43004e-08    1.45753e-12    2.53442e-09    4.32896e-13    5.26145e-07    7.45064e-11   -1.43675e-08    1.44276e-12    4.89795e-08     1.0661e-11    6.62155e-09     6.8099e-13   -6.62155e-09     6.8099e-13    9.42132e-10    1.86404e-13    9.42132e-10    1.86404e-13    4.90186e-08    1.03849e-11    6.62134e-09    6.31134e-13   -6.62134e-09    6.31134e-13        1.90135  10000000         1
     0.889     -0.0521196    8.73304e-06     0.00458061    9.78346e-07       0.966947    0.000185044     -0.0523658    8.72489e-06       0.090207    2.25639e-05      0.0120751    2.02228e-06     -0.0120751    2.02228e-06     0.00169883    3.96803e-07     0.00169883    3.96803e-07      0.0902791    2.21531e-05      0.0120755    1.97341e-06     -0.0120755    1.97341e-06    5.30189e-07    7.07358e-11   -1.38166e-08    1.40058e-12    2.42859e-09    4.05061e-13    5.12665e-07    7.03345e-11   -1.38819e-08    1.38544e-12    4.78268e-08    1.01194e-11    6.40207e-09    6.48105e-13   -6.40207e-09    6.48105e-13      9.007e-10    1.72684e-13      9.007e-10    1.72684e-13     4.7865e-08    9.85763e-12    6.40228e-09    6.04239e-13   -6.40228e-09    6.04239e-13        1.95958  10000000         1
      0.89      -0.051706      8.621e-06     0.00450648    9.54735e-07       0.967547    0.000185583     -0.0519524    8.62136e-06       0.090461    2.27895e-05       0.011988    2.00592e-06      -0.011988    2.00592e-06     0.00166741    3.87121e-07     0.00166741    3.87121e-07      0.0905332    2.23876e-05      0.0119893    1.95798e-06     -0.0119893    1.95798e-06    5.16107e-07    6.90689e-11   -1.33429e-08    1.32691e-12    2.32583e-09     3.8199e-13    4.99358e-07     6.8615e-11   -1.34065e-08    1.31554e-12    4.66875e-08    9.96504e-12    6.18709e-09    6.21454e-13   -6.18709e-09    6.21454e-13    8.60563e-10    1.63264e-13    8.60563e-10    1.63264e-13    4.67248e-08    9.71618e-12    6.18778e-09    5.79161e-13   -6.18778e-09    5.79161e-13        1.89708  10000000         1
     0.891     -0.0512917     8.8388e-06     0.00443291    9.63365e-07       0.968142    0.000189606     -0.0515384    8.83567e-06      0.0907158    2.32197e-05      0.0119007     2.0571e-06     -0.0119007     2.0571e-06      0.0016363    3.88388e-07      0.0016363    3.88388e-07      0.0907883    2.28268e-05       0.011903    2.00969e-06      -0.011903    2.00969e-06    5.02276e-07    6.86927e-11   -1.28813e-08    1.35049e-12    2.22655e-09    3.76045e-13    4.86275e-07    6.81674e-11   -1.29433e-08    1.33806e-12    4.55644e-08    9.85834e-12    5.97746e-09    6.31882e-13   -5.97746e-09    6.31882e-13    8.21877e-10     1.5944e-13    8.21877e-10     1.5944e-13    4.56008e-08    9.62084e-12    5.97861e-09    5.91927e-13   -5.97861e-09    5.91927e-13        1.89755  10000000         1
     0.892      -0.050876     8.4215e-06     0.00435986    9.20016e-07       0.968732    0.000184085     -0.0511229    8.42722e-06      0.0909731    2.28176e-05      0.0118131    1.96024e-06     -0.0118131    1.96024e-06     0.00160547    3.71509e-07     0.00160547    3.71509e-07      0.0910457    2.24329e-05      0.0118164    1.91546e-06     -0.0118164    1.91546e-06    4.88703e-07    6.48083e-11   -1.24316e-08    1.23154e-12    2.13067e-09    3.49737e-13    4.73422e-07    6.44339e-11    -1.2492e-08    1.22312e-12    4.44588e-08    9.46494e-12    5.77312e-09    5.75835e-13   -5.77312e-09    5.75835e-13    7.84599e-10    1.48785e-13    7.84599e-10    1.48785e-13    4.44943e-08    9.23969e-12    5.77469e-09    5.38351e-13   -5.77469e-09    5.38351e-13        1.90161  10000000         1
     0.893       -0.05046    8.60486e-06     0.00428741    9.21497e-07       0.969316    0.000190873      -0.050707    8.60305e-06      0.0912346    2.41815e-05      0.0117256    2.02431e-06     -0.0117256    2.02431e-06     0.00157495    3.69785e-07     0.00157495    3.69785e-07      0.0913073    2.37827e-05      0.0117297    1.97564e-06     -0.0117297    1.97564e-06    4.75374e-07    6.53984e-11   -1.19937e-08    1.20856e-12    2.03813e-09    3.36563e-13    4.60788e-07    6.49193e-11   -1.20524e-08    1.19672e-12    4.33706e-08    9.82553e-12    5.57403e-09    5.81381e-13   -5.57403e-09    5.81381e-13    7.48693e-10     1.4245e-13    7.48693e-10     1.4245e-13    4.34052e-08    9.60008e-12    5.57599e-09    5.41844e-13   -5.57599e-09    5.41844e-13        1.89734  10000000         1
     0.894     -0.0500438    8.49013e-06     0.00421563    9.02997e-07       0.969893     0.00019043     -0.0502909    8.48809e-06      0.0914979    2.38994e-05       0.011638    2.00545e-06      -0.011638    2.00545e-06     0.00154476    3.61329e-07     0.00154476    3.61329e-07      0.0915707    2.35106e-05       0.011643    1.95666e-06      -0.011643    1.95666e-06    4.62288e-07    6.34126e-11   -1.15673e-08    1.15479e-12    1.94883e-09    3.20621e-13     4.4837e-07    6.29858e-11   -1.16244e-08    1.14314e-12    4.22983e-08    9.40226e-12    5.38012e-09    5.61129e-13   -5.38012e-09    5.61129e-13    7.14124e-10      1.353e-13    7.14124e-10      1.353e-13     4.2332e-08    9.18749e-12    5.38243e-09    5.22572e-13   -5.38243e-09    5.22572e-13        1.92341  10000000         1
     0.895     -0.0496266     8.8227e-06     0.00414436    9.19264e-07       0.970465     0.00020047     -0.0498738    8.82268e-06      0.0917646    2.56841e-05        0.01155    2.11131e-06       -0.01155    2.11131e-06     0.00151486    3.65206e-07     0.00151486    3.65206e-07      0.0918376    2.52856e-05      0.0115559    2.06105e-06     -0.0115559    2.06105e-06     4.4944e-07    6.49557e-11   -1.11521e-08    1.15459e-12    1.86264e-09    3.13413e-13    4.36166e-07    6.43754e-11   -1.12076e-08    1.14329e-12    4.12427e-08    9.88545e-12    5.19103e-09    5.81009e-13   -5.19103e-09    5.81009e-13    6.80841e-10    1.31373e-13    6.80841e-10    1.31373e-13    4.12755e-08    9.67281e-12    5.19368e-09    5.42805e-13   -5.19368e-09    5.42805e-13        1.89521  10000000         1
     0.896     -0.0492072    8.30921e-06     0.00407355    8.71294e-07       0.971032    0.000187597     -0.0494543    8.30695e-06      0.0920356    2.33048e-05      0.0114618    1.94706e-06     -0.0114618    1.94706e-06     0.00148521    3.47306e-07     0.00148521    3.47306e-07      0.0921085    2.29432e-05      0.0114685    1.90222e-06     -0.0114685    1.90222e-06    4.36856e-07    5.89725e-11   -1.07482e-08    1.09036e-12    1.77955e-09    2.95246e-13    4.24201e-07    5.86268e-11   -1.08022e-08    1.07976e-12    4.02063e-08    8.61343e-12    5.00714e-09    5.16345e-13   -5.00714e-09    5.16345e-13    6.48823e-10    1.23889e-13    6.48823e-10    1.23889e-13    4.02382e-08    8.42336e-12    5.01007e-09    4.82845e-13   -5.01007e-09    4.82845e-13        1.89918  10000000         1
